date_time,close,label
2000-08-08,1492.5,0
2000-08-09,1480.75,0
2000-08-10,1473.75,1
2000-08-11,1479.0,1
2000-08-14,1498.5,0
2000-08-15,1495.0,0
2000-08-16,1491.75,1
2000-08-17,1503.75,0
2000-08-18,1500.0,1
2000-08-21,1507.0,0
2000-08-22,1507.25,1
2000-08-23,1510.0,1
2000-08-24,1515.0,0
2000-08-25,1513.0,1
2000-08-28,1518.5,0
2000-08-29,1518.25,0
2000-08-30,1504.0,1
2000-08-31,1521.25,1
2000-09-01,1523.25,0
2000-09-05,1512.0,0
2000-09-06,1494.25,1
2000-09-07,1507.25,0
2000-09-08,1496.75,1
2000-09-11,1514.25,0
2000-09-12,1504.25,1
2000-09-13,1507.5,0
2000-09-14,1503.0,0
2000-09-15,1483.5,0
2000-09-18,1467.5,1
2000-09-19,1478.5,0
2000-09-20,1469.5,0
2000-09-21,1469.25,0
2000-09-22,1468.5,0
2000-09-25,1461.0,0
2000-09-26,1443.0,1
2000-09-27,1446.75,1
2000-09-28,1476.0,0
2000-09-29,1454.0,1
2000-10-02,1456.25,0
2000-10-03,1441.25,1
2000-10-04,1450.25,1
2000-10-05,1456.25,0
2000-10-06,1426.25,0
2000-10-09,1416.5,0
2000-10-10,1391.0,0
2000-10-11,1378.5,0
2000-10-12,1344.25,1
2000-10-13,1386.25,1
2000-10-16,1392.0,0
2000-10-17,1360.0,0
2000-10-18,1353.75,1
2000-10-19,1401.75,1
2000-10-20,1410.75,1
2000-10-23,1416.25,0
2000-10-24,1404.75,0
2000-10-25,1374.0,0
2000-10-26,1371.0,1
2000-10-27,1400.0,1
2000-10-30,1412.75,1
2000-10-31,1440.75,0
2000-11-01,1432.5,1
2000-11-02,1435.25,1
2000-11-03,1436.75,1
2000-11-06,1445.5,0
2000-11-07,1443.75,0
2000-11-08,1412.0,0
2000-11-09,1403.5,0
2000-11-10,1372.25,0
2000-11-13,1358.75,1
2000-11-14,1394.0,1
2000-11-15,1397.5,0
2000-11-16,1379.25,0
2000-11-17,1370.75,0
2000-11-20,1347.75,1
2000-11-21,1356.0,0
2000-11-22,1323.75,1
2000-11-24,1347.5,1
2000-11-27,1359.0,0
2000-11-28,1338.5,0
2000-11-29,1335.25,0
2000-11-30,1321.0,0
2000-12-01,1320.75,1
2000-12-04,1329.5,1
2000-12-05,1374.25,0
2000-12-06,1354.5,0
2000-12-07,1337.5,1
2000-12-08,1353.25,1
2000-12-11,1403.0,0
2000-12-12,1399.75,0
2000-12-13,1377.25,0
2000-12-14,1358.0,0
2000-12-15,1325.75,1
2000-12-18,1346.0,0
2000-12-19,1317.75,0
2000-12-20,1280.25,1
2000-12-21,1288.5,1
2000-12-22,1327.25,1
2000-12-26,1336.5,1
2000-12-27,1350.25,1
2000-12-28,1353.0,0
2000-12-29,1327.0,0
2001-01-02,1300.0,1
2001-01-03,1359.0,0
2001-01-04,1349.0,0
2001-01-05,1304.0,1
2001-01-08,1309.5,0
2001-01-09,1308.75,1
2001-01-10,1327.0,1
2001-01-11,1335.0,0
2001-01-12,1329.75,1
2001-01-16,1335.25,1
2001-01-17,1341.5,1
2001-01-18,1355.75,0
2001-01-19,1347.5,1
2001-01-22,1358.0,1
2001-01-23,1366.0,1
2001-01-24,1370.0,0
2001-01-25,1365.0,0
2001-01-26,1363.75,1
2001-01-29,1370.25,1
2001-01-30,1382.75,0
2001-01-31,1373.5,1
2001-02-01,1382.5,0
2001-02-02,1353.5,1
2001-02-05,1362.75,0
2001-02-06,1356.25,0
2001-02-07,1349.25,0
2001-02-08,1335.25,0
2001-02-09,1321.0,1
2001-02-12,1333.75,0
2001-02-13,1326.25,0
2001-02-14,1319.75,1
2001-02-15,1333.5,0
2001-02-16,1305.0,0
2001-02-20,1285.5,0
2001-02-21,1255.5,1
2001-02-22,1257.25,0
2001-02-23,1246.25,1
2001-02-26,1273.25,0
2001-02-27,1264.0,0
2001-02-28,1238.25,1
2001-03-01,1243.5,0
2001-03-02,1234.0,1
2001-03-05,1243.5,1
2001-03-06,1256.75,1
2001-03-07,1265.75,0
2001-03-08,1265.5,0
2001-03-09,1231.75,0
2001-03-12,1191.0,1
2001-03-13,1209.5,0
2001-03-14,1181.0,1
2001-03-15,1185.25,0
2001-03-16,1161.5,1
2001-03-19,1180.25,0
2001-03-20,1152.25,0
2001-03-21,1132.75,0
2001-03-22,1119.0,1
2001-03-23,1153.25,1
2001-03-26,1166.5,1
2001-03-27,1189.75,0
2001-03-28,1160.0,0
2001-03-29,1160.75,1
2001-03-30,1173.5,0
2001-04-02,1149.75,0
2001-04-03,1108.25,1
2001-04-04,1112.75,1
2001-04-05,1155.75,0
2001-04-06,1140.5,1
2001-04-09,1149.5,1
2001-04-10,1171.25,1
2001-04-11,1172.75,1
2001-04-12,1193.25,0
2001-04-16,1182.0,1
2001-04-17,1195.75,1
2001-04-18,1244.75,1
2001-04-19,1258.75,0
2001-04-20,1251.5,0
2001-04-23,1226.0,0
2001-04-24,1217.25,1
2001-04-25,1231.25,1
2001-04-26,1240.5,1
2001-04-27,1258.0,0
2001-04-30,1253.0,1
2001-05-01,1272.25,0
2001-05-02,1271.0,0
2001-05-03,1255.0,1
2001-05-04,1272.75,0
2001-05-07,1263.25,0
2001-05-08,1262.25,0
2001-05-09,1257.75,1
2001-05-10,1261.25,0
2001-05-11,1252.25,0
2001-05-14,1252.75,1
2001-05-15,1257.25,1
2001-05-16,1287.75,1
2001-05-17,1291.75,1
2001-05-18,1295.75,1
2001-05-21,1314.75,0
2001-05-22,1312.5,0
2001-05-23,1290.75,1
2001-05-24,1294.5,0
2001-05-25,1279.5,0
2001-05-29,1268.0,0
2001-05-30,1250.5,1
2001-05-31,1254.5,1
2001-06-01,1265.0,1
2001-06-04,1269.25,1
2001-06-05,1284.5,0
2001-06-06,1273.5,1
2001-06-07,1277.0,0
2001-06-08,1268.0,1
2001-06-10,1275.0,0
2001-06-11,1266.5,0
2001-06-12,1263.5,0
2001-06-13,1252.0,0
2001-06-14,1225.5,0
2001-06-15,1225.75,0
2001-06-17,1224.5,0
2001-06-18,1224.0,0
2001-06-19,1223.25,1
2001-06-20,1232.25,1
2001-06-21,1240.0,0
2001-06-22,1235.5,0
2001-06-24,1232.25,0
2001-06-25,1221.75,0
2001-06-26,1219.75,0
2001-06-27,1220.25,1
2001-06-28,1231.0,1
2001-06-29,1232.75,0
2001-07-01,1229.5,1
2001-07-02,1246.75,0
2001-07-03,1243.0,0
2001-07-04,1240.5,0
2001-07-05,1217.0,0
2001-07-06,1193.5,0
2001-07-08,1193.5,1
2001-07-09,1202.75,0
2001-07-10,1188.0,1
2001-07-11,1199.5,1
2001-07-12,1213.5,1
2001-07-13,1225.0,0
2001-07-15,1223.5,0
2001-07-16,1209.0,1
2001-07-17,1216.0,0
2001-07-18,1212.25,1
2001-07-19,1215.75,0
2001-07-20,1214.75,0
2001-07-22,1206.75,0
2001-07-23,1193.0,0
2001-07-24,1181.75,1
2001-07-25,1190.25,1
2001-07-26,1206.25,1
2001-07-27,1210.0,0
2001-07-29,1206.25,1
2001-07-30,1211.5,1
2001-07-31,1213.5,1
2001-08-01,1223.5,1
2001-08-02,1226.5,0
2001-08-03,1219.75,0
2001-08-05,1218.5,0
2001-08-06,1206.25,0
2001-08-07,1204.5,0
2001-08-08,1183.75,1
2001-08-09,1189.75,1
2001-08-10,1191.75,0
2001-08-12,1191.5,1
2001-08-13,1195.5,0
2001-08-14,1192.5,0
2001-08-15,1179.25,1
2001-08-16,1184.25,0
2001-08-17,1166.0,0
2001-08-19,1163.75,1
2001-08-20,1176.5,0
2001-08-21,1158.75,1
2001-08-22,1167.0,0
2001-08-23,1168.0,1
2001-08-24,1187.5,0
2001-08-26,1188.5,0
2001-08-27,1179.5,0
2001-08-28,1163.25,0
2001-08-29,1153.5,0
2001-08-30,1127.25,1
2001-08-31,1138.5,0
2001-09-02,1136.5,0
2001-09-03,1133.5,0
2001-09-04,1130.75,1
2001-09-05,1135.0,0
2001-09-06,1107.25,0
2001-09-07,1083.25,0
2001-09-09,1080.5,1
2001-09-10,1095.25,0
2001-09-11,1073.5,0
2001-09-17,1048.75,0
2001-09-18,1043.75,0
2001-09-19,1018.25,0
2001-09-20,987.5,0
2001-09-21,973.5,1
2001-09-23,976.75,1
2001-09-24,1007.75,1
2001-09-25,1016.0,0
2001-09-26,1013.5,1
2001-09-27,1026.25,1
2001-09-28,1044.5,0
2001-10-01,1043.25,1
2001-10-02,1053.75,1
2001-10-03,1075.75,0
2001-10-04,1074.25,0
2001-10-05,1071.75,0
2001-10-07,1065.0,1
2001-10-08,1066.5,0
2001-10-09,1058.0,1
2001-10-10,1084.0,1
2001-10-11,1101.5,0
2001-10-12,1094.0,0
2001-10-14,1089.0,1
2001-10-15,1091.5,1
2001-10-16,1103.5,0
2001-10-17,1073.5,0
2001-10-18,1073.25,0
2001-10-19,1072.5,0
2001-10-21,1070.75,1
2001-10-22,1094.5,0
2001-10-23,1087.75,0
2001-10-24,1086.75,1
2001-10-25,1102.25,0
2001-10-26,1102.25,0
2001-10-28,1099.5,0
2001-10-29,1069.75,0
2001-10-30,1058.25,0
2001-10-31,1054.75,1
2001-11-01,1079.5,1
2001-11-02,1089.5,0
2001-11-04,1089.5,1
2001-11-05,1106.75,1
2001-11-06,1115.5,1
2001-11-07,1122.75,0
2001-11-08,1122.75,1
2001-11-09,1124.0,1
2001-11-11,1125.5,0
2001-11-12,1122.5,1
2001-11-13,1142.25,1
2001-11-14,1147.25,1
2001-11-15,1150.5,0
2001-11-16,1139.25,1
2001-11-18,1144.0,1
2001-11-19,1152.5,0
2001-11-20,1142.75,0
2001-11-21,1138.0,1
2001-11-22,1140.25,1
2001-11-23,1152.75,1
2001-11-25,1156.75,0
2001-11-26,1153.25,0
2001-11-27,1146.5,0
2001-11-28,1133.5,1
2001-11-29,1143.0,0
2001-11-30,1135.25,0
2001-12-02,1133.0,0
2001-12-03,1129.5,1
2001-12-04,1148.0,1
2001-12-05,1167.25,0
2001-12-06,1165.0,0
2001-12-07,1160.5,0
2001-12-09,1158.5,0
2001-12-10,1140.25,0
2001-12-11,1140.0,0
2001-12-12,1134.25,0
2001-12-13,1117.5,1
2001-12-14,1126.0,0
2001-12-16,1124.0,1
2001-12-17,1136.5,1
2001-12-18,1142.0,1
2001-12-19,1153.0,0
2001-12-20,1140.5,1
2001-12-21,1148.75,0
2001-12-23,1147.0,0
2001-12-24,1146.75,1
2001-12-26,1153.0,1
2001-12-27,1162.0,0
2001-12-28,1159.0,1
2001-12-30,1160.25,0
2001-12-31,1142.25,1
2002-01-02,1153.5,1
2002-01-03,1167.5,1
2002-01-04,1175.0,0
2002-01-06,1174.5,0
2002-01-07,1167.0,0
2002-01-08,1163.0,0
2002-01-09,1154.75,1
2002-01-10,1159.0,0
2002-01-11,1148.0,0
2002-01-13,1146.0,0
2002-01-14,1142.25,1
2002-01-15,1143.5,0
2002-01-16,1128.25,0
2002-01-17,1127.0,1
2002-01-18,1129.5,1
2002-01-20,1133.25,0
2002-01-21,1128.5,0
2002-01-22,1123.25,1
2002-01-23,1130.0,1
2002-01-24,1133.75,0
2002-01-25,1132.75,0
2002-01-27,1133.0,1
2002-01-28,1136.75,0
2002-01-29,1101.75,1
2002-01-30,1116.5,1
2002-01-31,1128.5,0
2002-02-01,1123.25,0
2002-02-03,1121.0,0
2002-02-04,1097.0,0
2002-02-05,1087.5,0
2002-02-06,1080.0,0
2002-02-07,1079.5,1
2002-02-08,1095.25,1
2002-02-10,1099.25,1
2002-02-11,1108.25,0
2002-02-12,1108.5,1
2002-02-13,1121.0,0
2002-02-14,1117.5,0
2002-02-15,1104.0,0
2002-02-17,1104.25,0
2002-02-18,1103.5,0
2002-02-19,1085.0,1
2002-02-20,1101.5,0
2002-02-21,1082.0,1
2002-02-22,1091.75,0
2002-02-24,1090.75,1
2002-02-25,1108.0,1
2002-02-26,1109.5,1
2002-02-27,1111.75,0
2002-02-28,1109.25,1
2002-03-01,1132.75,1
2002-03-03,1135.5,1
2002-03-04,1150.75,0
2002-03-05,1147.5,1
2002-03-06,1163.5,0
2002-03-07,1160.5,1
2002-03-08,1164.0,1
2002-03-10,1165.75,0
2002-03-11,1165.0,1
2002-03-12,1168.75,0
2002-03-13,1158.5,0
2002-03-14,1156.0,1
2002-03-15,1166.75,1
2002-03-17,1168.0,1
2002-03-18,1170.0,1
2002-03-19,1174.0,0
2002-03-20,1151.75,1
2002-03-21,1153.25,0
2002-03-22,1149.75,0
2002-03-24,1148.5,0
2002-03-25,1138.0,1
2002-03-26,1144.0,0
2002-03-27,1143.75,0
2002-03-28,1144.75,0
2002-03-31,1141.5,1
2002-04-01,1143.25,0
2002-04-02,1138.25,0
2002-04-03,1130.75,0
2002-04-04,1126.25,0
2002-04-05,1125.75,0
2002-04-07,1126.0,1
2002-04-08,1129.0,0
2002-04-09,1120.25,1
2002-04-10,1132.75,0
2002-04-11,1108.25,1
2002-04-12,1112.0,0
2002-04-14,1113.0,0
2002-04-15,1109.25,1
2002-04-16,1133.0,0
2002-04-17,1129.0,0
2002-04-18,1120.75,1
2002-04-19,1126.5,0
2002-04-21,1127.5,0
2002-04-22,1110.25,0
2002-04-23,1105.5,0
2002-04-24,1092.25,1
2002-04-25,1095.5,0
2002-04-26,1071.25,1
2002-04-28,1075.0,0
2002-04-29,1068.5,1
2002-04-30,1079.25,1
2002-05-01,1089.75,0
2002-05-02,1085.0,0
2002-05-03,1072.75,1
2002-05-05,1074.25,0
2002-05-06,1052.0,1
2002-05-07,1058.25,1
2002-05-08,1088.25,0
2002-05-09,1075.0,0
2002-05-10,1054.0,1
2002-05-12,1055.5,1
2002-05-13,1075.5,1
2002-05-14,1100.25,0
2002-05-15,1095.5,1
2002-05-16,1107.0,0
2002-05-17,1105.5,0
2002-05-19,1104.75,0
2002-05-20,1092.25,0
2002-05-21,1083.5,0
2002-05-22,1083.5,1
2002-05-23,1100.0,0
2002-05-24,1082.25,1
2002-05-26,1085.0,1
2002-05-27,1087.25,0
2002-05-28,1075.25,0
2002-05-29,1068.75,0
2002-05-30,1067.25,0
2002-05-31,1064.0,1
2002-06-02,1065.75,0
2002-06-03,1039.0,1
2002-06-04,1046.0,1
2002-06-05,1049.5,0
2002-06-06,1018.75,1
2002-06-07,1028.25,1
2002-06-09,1029.5,0
2002-06-10,1030.5,0
2002-06-11,1015.75,1
2002-06-12,1024.75,0
2002-06-13,1010.0,0
2002-06-14,1009.0,1
2002-06-16,1011.0,1
2002-06-17,1036.5,0
2002-06-18,1037.0,0
2002-06-19,1023.25,0
2002-06-20,1007.5,0
2002-06-21,991.5,1
2002-06-24,1001.75,0
2002-06-25,950.5,1
2002-06-26,978.0,1
2002-06-27,997.0,0
2002-06-28,988.0,0
2002-06-30,987.25,0
2002-07-01,968.0,0
2002-07-02,953.25,0
2002-07-03,954.0,0
2002-07-04,953.0,1
2002-07-05,991.0,0
2002-07-07,984.0,0
2002-07-08,980.5,0
2002-07-09,956.25,0
2002-07-10,916.5,1
2002-07-11,931.5,0
2002-07-12,916.75,1
2002-07-14,918.75,0
2002-07-15,918.5,0
2002-07-16,894.75,1
2002-07-17,903.0,0
2002-07-18,872.25,0
2002-07-19,844.5,0
2002-07-21,837.25,0
2002-07-22,826.5,0
2002-07-23,792.5,1
2002-07-24,847.25,0
2002-07-25,831.25,1
2002-07-26,852.75,1
2002-07-28,856.75,1
2002-07-29,891.5,1
2002-07-30,901.75,1
2002-07-31,906.0,0
2002-08-01,881.0,0
2002-08-02,864.0,0
2002-08-04,864.25,0
2002-08-05,831.5,1
2002-08-06,865.75,1
2002-08-07,878.5,1
2002-08-08,900.5,1
2002-08-09,909.0,0
2002-08-11,903.0,0
2002-08-12,902.0,0
2002-08-13,885.0,1
2002-08-14,918.5,1
2002-08-15,927.25,0
2002-08-16,927.5,0
2002-08-18,921.75,1
2002-08-19,948.75,0
2002-08-20,937.5,1
2002-08-21,951.75,1
2002-08-22,959.75,0
2002-08-23,940.75,1
2002-08-25,942.5,1
2002-08-26,945.0,0
2002-08-27,936.5,0
2002-08-28,918.25,0
2002-08-29,915.75,0
2002-08-30,912.25,0
2002-09-01,910.25,0
2002-09-02,905.5,0
2002-09-03,879.25,1
2002-09-04,889.0,0
2002-09-05,884.75,1
2002-09-06,894.75,0
2002-09-08,892.0,1
2002-09-09,901.0,1
2002-09-10,912.5,0
2002-09-11,907.25,0
2002-09-12,886.75,1
2002-09-13,891.5,0
2002-09-15,892.5,1
2002-09-16,911.0,0
2002-09-17,865.75,0
2002-09-18,858.0,0
2002-09-19,842.0,0
2002-09-20,842.0,0
2002-09-22,839.25,0
2002-09-23,831.75,0
2002-09-24,817.25,1
2002-09-25,840.0,1
2002-09-26,852.5,0
2002-09-27,825.25,0
2002-09-29,820.5,0
2002-09-30,814.25,1
2002-10-01,852.5,0
2002-10-02,826.0,0
2002-10-03,821.75,0
2002-10-04,806.0,0
2002-10-06,799.75,0
2002-10-07,792.5,1
2002-10-08,797.25,0
2002-10-09,775.0,1
2002-10-10,800.25,1
2002-10-11,838.25,0
2002-10-13,833.75,1
2002-10-14,844.0,1
2002-10-15,873.75,0
2002-10-16,873.5,1
2002-10-17,887.5,0
2002-10-18,883.25,0
2002-10-20,881.5,1
2002-10-21,892.5,1
2002-10-22,896.5,1
2002-10-23,898.0,0
2002-10-24,878.5,1
2002-10-25,898.5,1
2002-10-27,902.0,0
2002-10-28,890.25,0
2002-10-29,883.25,1
2002-10-30,888.0,0
2002-10-31,881.0,1
2002-11-01,899.0,1
2002-11-03,908.0,0
2002-11-04,907.0,1
2002-11-05,925.0,0
2002-11-06,919.75,0
2002-11-07,902.75,0
2002-11-08,891.0,0
2002-11-10,888.25,0
2002-11-11,879.75,0
2002-11-12,880.75,1
2002-11-13,887.25,1
2002-11-14,904.25,1
2002-11-15,909.0,0
2002-11-17,905.0,0
2002-11-18,899.5,1
2002-11-19,902.0,1
2002-11-20,920.0,1
2002-11-21,933.75,0
2002-11-22,928.5,1
2002-11-24,932.75,0
2002-11-25,927.5,0
2002-11-26,913.5,1
2002-11-27,936.75,1
2002-11-28,939.75,0
2002-11-29,933.5,1
2002-12-01,938.5,0
2002-12-02,937.5,0
2002-12-03,921.0,0
2002-12-04,918.25,0
2002-12-05,908.5,1
2002-12-06,914.0,0
2002-12-08,911.0,0
2002-12-09,892.0,1
2002-12-10,899.5,1
2002-12-11,904.5,0
2002-12-12,898.75,0
2002-12-13,887.75,0
2002-12-15,885.0,1
2002-12-16,909.75,0
2002-12-17,901.0,0
2002-12-18,891.0,0
2002-12-19,888.0,1
2002-12-20,897.0,0
2002-12-22,895.0,1
2002-12-23,898.0,0
2002-12-24,891.25,0
2002-12-26,889.75,0
2002-12-27,871.25,0
2002-12-29,872.25,1
2002-12-30,875.75,1
2002-12-31,880.0,1
2003-01-02,908.75,1
2003-01-03,910.0,1
2003-01-05,913.0,1
2003-01-06,923.5,0
2003-01-07,922.5,0
2003-01-08,911.0,1
2003-01-09,924.5,1
2003-01-10,927.25,1
2003-01-12,930.25,0
2003-01-13,926.25,1
2003-01-14,931.5,0
2003-01-15,918.75,0
2003-01-16,912.5,0
2003-01-17,903.25,1
2003-01-19,904.5,0
2003-01-20,904.5,0
2003-01-21,888.0,0
2003-01-22,882.5,0
2003-01-23,878.75,0
2003-01-24,860.5,0
2003-01-26,859.75,0
2003-01-27,849.75,0
2003-01-28,848.25,1
2003-01-29,860.75,0
2003-01-30,841.5,1
2003-01-31,857.0,1
2003-02-02,859.25,0
2003-02-03,851.25,0
2003-02-04,849.75,0
2003-02-05,842.5,0
2003-02-06,841.5,0
2003-02-07,830.25,1
2003-02-09,832.5,1
2003-02-10,838.0,0
2003-02-11,828.5,0
2003-02-12,815.0,1
2003-02-13,818.25,1
2003-02-14,837.25,1
2003-02-16,841.75,0
2003-02-17,841.0,1
2003-02-18,850.25,0
2003-02-19,845.5,0
2003-02-20,837.75,1
2003-02-21,847.25,1
2003-02-23,849.0,0
2003-02-24,828.25,1
2003-02-25,842.5,0
2003-02-26,827.0,1
2003-02-27,837.5,1
2003-02-28,843.75,1
2003-03-02,848.75,0
2003-03-03,835.25,0
2003-03-04,820.25,1
2003-03-05,828.25,0
2003-03-06,818.75,1
2003-03-07,828.75,0
2003-03-09,827.5,0
2003-03-10,806.25,0
2003-03-11,803.0,1
2003-03-12,808.0,1
2003-03-13,832.5,1
2003-03-14,835.75,0
2003-03-16,824.25,1
2003-03-17,859.25,1
2003-03-18,863.0,1
2003-03-19,874.75,0
2003-03-20,875.25,1
2003-03-21,893.0,0
2003-03-23,881.25,0
2003-03-24,862.25,1
2003-03-25,873.25,0
2003-03-26,866.5,1
2003-03-27,868.5,0
2003-03-28,863.5,0
2003-03-30,853.75,0
2003-03-31,847.5,1
2003-04-01,863.0,1
2003-04-02,876.25,1
2003-04-03,878.0,0
2003-04-04,878.25,1
2003-04-06,890.0,0
2003-04-07,883.75,0
2003-04-08,875.25,0
2003-04-09,866.25,1
2003-04-10,870.5,0
2003-04-11,868.0,0
2003-04-13,868.75,1
2003-04-14,886.0,1
2003-04-15,902.5,0
2003-04-16,879.0,1
2003-04-17,891.5,1
2003-04-20,893.5,0
2003-04-21,891.25,1
2003-04-22,910.25,1
2003-04-23,914.5,0
2003-04-24,908.25,0
2003-04-25,898.5,0
2003-04-27,897.0,1
2003-04-28,914.0,0
2003-04-29,914.75,0
2003-04-30,915.0,1
2003-05-01,916.75,1
2003-05-02,927.25,0
2003-05-04,927.75,0
2003-05-05,924.75,1
2003-05-06,931.25,0
2003-05-07,928.5,0
2003-05-08,922.75,1
2003-05-09,932.5,1
2003-05-11,933.75,1
2003-05-12,942.0,0
2003-05-13,941.5,0
2003-05-14,940.0,1
2003-05-15,944.0,0
2003-05-16,944.5,0
2003-05-18,940.25,0
2003-05-19,921.75,0
2003-05-20,920.5,1
2003-05-21,922.0,1
2003-05-22,933.0,0
2003-05-23,932.5,0
2003-05-25,933.0,0
2003-05-26,931.75,1
2003-05-27,950.25,0
2003-05-28,951.0,0
2003-05-29,951.5,1
2003-05-30,964.5,1
2003-06-01,968.5,0
2003-06-02,966.0,1
2003-06-03,975.25,1
2003-06-04,985.25,1
2003-06-05,991.75,0
2003-06-06,987.5,0
2003-06-08,987.75,0
2003-06-09,977.75,1
2003-06-10,989.5,1
2003-06-11,997.75,1
2003-06-12,1001.5,0
2003-06-13,989.75,0
2003-06-15,986.0,1
2003-06-16,1009.5,0
2003-06-17,1009.5,0
2003-06-18,1009.25,0
2003-06-19,994.0,0
2003-06-20,991.25,0
2003-06-22,990.25,0
2003-06-23,981.25,0
2003-06-24,981.75,0
2003-06-25,972.0,1
2003-06-26,984.5,0
2003-06-27,973.0,1
2003-06-29,977.0,0
2003-06-30,972.5,1
2003-07-01,983.25,1
2003-07-02,992.5,0
2003-07-03,982.25,1
2003-07-06,987.0,1
2003-07-07,1001.75,1
2003-07-08,1005.75,0
2003-07-09,999.0,0
2003-07-10,986.5,1
2003-07-11,997.75,1
2003-07-13,1002.0,1
2003-07-14,1003.75,0
2003-07-15,1002.75,0
2003-07-16,989.25,0
2003-07-17,980.25,1
2003-07-18,990.0,0
2003-07-20,990.0,0
2003-07-21,978.75,1
2003-07-22,989.25,0
2003-07-23,989.5,0
2003-07-24,980.5,1
2003-07-25,997.0,1
2003-07-27,999.5,0
2003-07-28,993.5,0
2003-07-29,987.5,0
2003-07-30,987.75,1
2003-07-31,989.5,0
2003-08-01,979.5,0
2003-08-03,978.0,1
2003-08-04,981.0,0
