Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5160796324655437,0.2267361111111111,-0.28014458169425693,0.12430555555555556,0.10243055555555555,0.5614525139664804,0.4610169491525424,0.12313674659753726,0.10302091402013942,0.6666666666666666,0.08333333333333333,0.011526667571769485,0.027777777777777776,0.05555555555555555,1.0,0.5,0.05333333333333334,0.058823529411764705,0.375,0.05555555555555555,-0.0017796711573229715,0.034722222222222224,0.020833333333333332,0.4,0.3333333333333333,0.027777777777777776,0.014285714285714285
1,0.5289855072463768,0.14375,-0.282300347075483,0.07395833333333333,0.06979166666666667,0.5492957746478874,0.5074626865671642,0.07388204795852236,0.0766847405112316,0.3333333333333333,0.0625,-0.00955089460236604,0.013888888888888888,0.04861111111111111,0.5,0.2857142857142857,0.013333333333333334,0.029411764705882353,0.75,0.08333333333333333,0.05551607341277712,0.041666666666666664,0.041666666666666664,0.6666666666666666,0.8333333333333334,0.05555555555555555,0.07142857142857142
2,0.5608695652173913,0.1597222222222222,0.2391497188630005,0.08472222222222223,0.075,0.6311475409836066,0.48148148148148145,0.09591704471808166,0.07436096049573973,0.8571428571428571,0.04861111111111111,0.010849122796323003,0.04861111111111111,0.0,0.8571428571428571,0,0.08,0.0,0.6,0.034722222222222224,0.015444910496945345,0.034722222222222224,0.0,0.6,0,0.041666666666666664,0.0
3,0.5382882882882883,0.15416666666666667,0.04597674872289179,0.09375,0.06041666666666667,0.562962962962963,0.5,0.0965651328580687,0.06506584043377227,0.5714285714285714,0.04861111111111111,-0.00036349805622068465,0.013888888888888888,0.034722222222222224,1.0,0.4,0.02666666666666667,0.029411764705882353,0.0,0.020833333333333332,-0.03998645303673011,0.006944444444444444,0.013888888888888888,0.0,0.0,0.0,0.0
4,0.5659955257270693,0.15520833333333334,0.6712209057837968,0.09305555555555556,0.06215277777777778,0.582089552238806,0.5418994413407822,0.09786130913804278,0.07436096049573973,0.5833333333333334,0.25,0.03739226374781215,0.18055555555555555,0.06944444444444445,0.6153846153846154,0.5,0.2,0.07352941176470588,0.5272727272727272,0.3819444444444444,-0.01981321924492341,0.2708333333333333,0.1111111111111111,0.5384615384615384,0.5,0.2916666666666667,0.1
5,0.5686274509803921,0.19479166666666667,0.5873547507241074,0.1232638888888889,0.07152777777777777,0.6056338028169014,0.5048543689320388,0.1322099805573558,0.07978311386522076,0.625,0.16666666666666666,0.013820593280235728,0.1527777777777778,0.013888888888888888,0.6363636363636364,0.5,0.18666666666666668,0.014705882352941176,0.48,0.1736111111111111,0.039066044612744856,0.14583333333333334,0.027777777777777776,0.42857142857142855,0.75,0.125,0.04285714285714286
6,0.538,0.1736111111111111,0.46850523870408767,0.09409722222222222,0.07951388888888888,0.5793357933579336,0.4890829694323144,0.09915748541801685,0.08365608055770721,0.5,0.06944444444444445,0.004470085924403334,0.013888888888888888,0.05555555555555555,1.0,0.375,0.02666666666666667,0.04411764705882353,0.375,0.05555555555555555,-0.026328639106644,0.027777777777777776,0.027777777777777776,0.5,0.25,0.027777777777777776,0.014285714285714285
7,0.5632183908045977,0.21145833333333333,1.01086032701366,0.11493055555555555,0.09652777777777778,0.6283987915407855,0.4856115107913669,0.13026571613739468,0.10224632068164213,0.5238095238095238,0.14583333333333334,-0.02318014587554414,0.0625,0.08333333333333333,0.4444444444444444,0.5833333333333334,0.05333333333333334,0.10294117647058823,0.4444444444444444,0.125,0.017965273008631474,0.0763888888888889,0.04861111111111111,0.45454545454545453,0.42857142857142855,0.06944444444444445,0.04285714285714286
8,0.5682242990654206,0.1857638888888889,0.9241789065208802,0.10555555555555556,0.08020833333333334,0.5921052631578947,0.5367965367965368,0.11211924821775761,0.09295120061967467,0.7333333333333333,0.10416666666666667,0.04600806944016832,0.05555555555555555,0.04861111111111111,0.75,0.7142857142857143,0.06666666666666667,0.07352941176470588,0.3333333333333333,0.041666666666666664,-0.008127308415305285,0.013888888888888888,0.027777777777777776,0.0,0.5,0.0,0.02857142857142857
9,0.6021897810218978,0.19027777777777777,1.1847401289360224,0.10590277777777778,0.084375,0.659016393442623,0.5308641975308642,0.12572909915748542,0.09604957397366383,0.6153846153846154,0.18055555555555555,0.04269570194833288,0.1736111111111111,0.006944444444444444,0.64,0.0,0.2,0.0,0.4642857142857143,0.19444444444444445,-0.017349036859816085,0.19444444444444445,0.0,0.4642857142857143,0,0.16666666666666666,0.0
