date,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5178466939730837,0.5934027777777777,0.3388341419314031,0.34479166666666666,0.24861111111111112,0.5548841893252769,0.4664804469273743,0.5581395348837209,0.0,0.5804195804195804,0.9930555555555556,0.06773574633945309,0.9930555555555556,0.0,0.5804195804195804,0,0.9875,0.0,0.5328467153284672,0.9513888888888888,0.031482533798620406,0.9513888888888888,0.0,0.5328467153284672,0,0.9473684210526315,0.0
1,0.5494568324757004,0.6072916666666667,0.8443120294846104,0.40868055555555555,0.1986111111111111,0.5760407816482583,0.49475524475524474,0.603359173126615,0.0,0.5,0.027777777777777776,0.010430119396369949,0.027777777777777776,0.0,0.5,0,0.025,0.0,0.55,0.1388888888888889,0.0006561805461894354,0.13194444444444445,0.006944444444444444,0.5789473684210527,0.0,0.14473684210526316,0.0
2,0.5290896646132786,0.5072916666666667,1.1884695824535103,0.29444444444444445,0.21284722222222222,0.5566037735849056,0.4910277324632953,0.4838501291989664,0.0,0.574468085106383,0.9791666666666666,0.03816224804647308,0.9791666666666666,0.0,0.574468085106383,0,0.9625,0.0,0.5319148936170213,0.9791666666666666,0.052357970220762495,0.9652777777777778,0.013888888888888888,0.539568345323741,0.0,0.9736842105263158,0.0
3,0.5499425947187141,0.6048611111111111,1.841013365082372,0.43645833333333334,0.1684027777777778,0.5688146380270486,0.5010309278350515,0.603359173126615,0.0,0.5774647887323944,0.9861111111111112,0.061273711332262844,0.9861111111111112,0.0,0.5774647887323944,0,0.975,0.0,0.5323741007194245,0.9652777777777778,0.05123551595824448,0.9652777777777778,0.0,0.5323741007194245,0,0.9605263157894737,0.0
4,0.5637065637065637,0.6295138888888889,3.0059394557982917,0.45555555555555555,0.17395833333333333,0.5861280487804879,0.5049900199600799,0.6414728682170543,0.0,0.5857142857142857,0.9722222222222222,0.10543830849647325,0.9722222222222222,0.0,0.5857142857142857,0,0.975,0.0,0.5303030303030303,0.9166666666666666,0.05926748596570007,0.9166666666666666,0.0,0.5303030303030303,0,0.9078947368421053,0.0
5,0.596078431372549,0.7083333333333334,4.292238705203152,0.4753472222222222,0.23298611111111112,0.623082542001461,0.5409836065573771,0.7655038759689923,0.0,0.4444444444444444,1.0,-0.05676401519722092,0.041666666666666664,0.9583333333333334,0.5,0.4420289855072464,0.75,0.0,0.4791666666666667,1.0,-0.019963456803540704,0.11805555555555555,0.8819444444444444,0.5294117647058824,0.47244094488188976,0.8947368421052632,0.0
6,0.6115978306216103,0.8322916666666667,7.718159048605475,0.384375,0.4479166666666667,0.6720867208672087,0.5596899224806201,0.9270025839793282,0.0,0.47058823529411764,0.7083333333333334,-0.047780315227600234,0.09027777777777778,0.6180555555555556,0.5384615384615384,0.4606741573033708,0.5625,0.0,0.47863247863247865,0.8125,-0.05914467838043515,0.3402777777777778,0.4722222222222222,0.5306122448979592,0.4411764705882353,0.7236842105263158,0.0
7,0.6889699918896999,0.85625,11.024849345203382,0.4329861111111111,0.4232638888888889,0.7297514033680834,0.6472518457752255,1.073643410852713,0.0,0.5642857142857143,0.9722222222222222,0.02896057044626551,0.7222222222222222,0.25,0.5961538461538461,0.4722222222222222,0.9375,0.0,0.47101449275362317,0.9583333333333334,-0.08660047247582063,0.7708333333333334,0.1875,0.5135135135135135,0.2962962962962963,0.8421052631578947,0.0
8,0.7321428571428571,0.875,13.18879822517031,0.496875,0.378125,0.7435359888190077,0.7171717171717171,1.167312661498708,0.0,0.5607476635514018,0.7430555555555556,0.06841564940378982,0.3472222222222222,0.3958333333333333,0.66,0.47368421052631576,0.7375,0.0,0.5076923076923077,0.9027777777777778,-0.110159499991409,0.6388888888888888,0.2638888888888889,0.532608695652174,0.4473684210526316,0.8552631578947368,0.0
9,0.7570093457943925,0.8916666666666667,14.383804390195904,0.48368055555555556,0.4079861111111111,0.7731514716439339,0.737872340425532,1.2319121447028423,0.0,0.6090225563909775,0.9236111111111112,0.1468515393174414,0.4722222222222222,0.4513888888888889,0.6911764705882353,0.5230769230769231,0.9875,0.0,0.47183098591549294,0.9861111111111112,-0.061569087433215805,0.6736111111111112,0.3125,0.5051546391752577,0.4,0.868421052631579,0.0
10,0.7882177479492916,0.93125,15.472335237360834,0.49756944444444445,0.43368055555555557,0.8094905792044662,0.7638110488390712,1.3378552971576227,0.0,0.5555555555555556,1.0,0.05563507241918672,0.4861111111111111,0.5138888888888888,0.6285714285714286,0.4864864864864865,0.95,0.0,0.4791666666666667,1.0,-0.053743822169055475,0.7222222222222222,0.2777777777777778,0.5096153846153846,0.4,0.8947368421052632,0.0
11,0.7888682745825603,0.9357638888888888,16.103992100027547,0.5086805555555556,0.4270833333333333,0.8095563139931741,0.7642276422764228,1.347545219638243,0.0,0.5416666666666666,1.0,0.03541590559475841,0.3472222222222222,0.6527777777777778,0.66,0.4787234042553192,0.925,0.0,0.4861111111111111,1.0,-0.08322554406286711,0.6180555555555556,0.3819444444444444,0.5168539325842697,0.43636363636363634,0.9078947368421053,0.0
