Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.4863102998696219,0.26631944444444444,-0.5903099516328855,0.1684027777777778,0.09791666666666667,0.5237113402061856,0.4219858156028369,0.15895765472312703,0.08692307692307692,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0
1,0.5267702936096719,0.20104166666666667,0.15311696591135845,0.09826388888888889,0.10277777777777777,0.5618374558303887,0.49324324324324326,0.10097719869706841,0.10692307692307693,0.45454545454545453,0.3055555555555556,0.010323794226213844,0.2708333333333333,0.034722222222222224,0.46153846153846156,0.4,0.225,0.03389830508474576,0.5510204081632653,0.3402777777777778,-0.0007021088486958166,0.3263888888888889,0.013888888888888888,0.5531914893617021,0.5,0.31645569620253167,0.01639344262295082
2,0.5,0.20902777777777778,0.456247243326017,0.11493055555555555,0.09409722222222222,0.540785498489426,0.45018450184501846,0.11400651465798045,0.09,0.5,0.08333333333333333,0.006224128980217445,0.08333333333333333,0.0,0.5,0,0.075,0.0,0.5,0.05555555555555555,-0.002059099604613612,0.05555555555555555,0.0,0.5,0,0.05063291139240506,0.0
3,0.5453047775947282,0.2107638888888889,0.366940414862758,0.10902777777777778,0.10173611111111111,0.5636942675159236,0.5255972696245734,0.10944625407166124,0.11461538461538462,0.5555555555555556,0.25,0.048415490351087845,0.25,0.0,0.5555555555555556,0,0.2125,0.0,0.35714285714285715,0.09722222222222222,-0.011055338413174787,0.09722222222222222,0.0,0.35714285714285715,0,0.06329113924050633,0.0
4,0.5296,0.2170138888888889,-0.03222974574154663,0.13194444444444445,0.08506944444444445,0.55,0.49795918367346936,0.13159609120521173,0.09076923076923077,0.3333333333333333,0.041666666666666664,-0.014904453553917335,0.0,0.041666666666666664,0,0.3333333333333333,0.0,0.03389830508474576,0.5,0.013888888888888888,0.002729425831503665,0.0,0.013888888888888888,0,0.5,0.0,0.01639344262295082
5,0.5292096219931272,0.20208333333333334,0.36382337134888526,0.11875,0.08333333333333333,0.5672514619883041,0.475,0.1244299674267101,0.08538461538461538,0.6333333333333333,0.20833333333333334,0.06042182409725433,0.20833333333333334,0.0,0.6333333333333333,0,0.2375,0.0,0.5483870967741935,0.2152777777777778,-0.009255462702632881,0.2152777777777778,0.0,0.5483870967741935,0,0.20253164556962025,0.0
6,0.5333333333333333,0.21354166666666666,-0.07796938671506609,0.14756944444444445,0.06597222222222222,0.5811764705882353,0.4263157894736842,0.15570032573289902,0.05923076923076923,0.0,0.006944444444444444,-0.003593292520628161,0.006944444444444444,0.0,0.0,0,0.0,0.0,1.0,0.013888888888888888,0.02331896409296687,0.013888888888888888,0.0,1.0,0,0.02531645569620253,0.0
7,0.5626168224299065,0.1857638888888889,0.3814715609889302,0.12604166666666666,0.059722222222222225,0.6225895316804407,0.436046511627907,0.14332247557003258,0.05692307692307692,0.6153846153846154,0.09027777777777778,0.02430013340930181,0.09027777777777778,0.0,0.6153846153846154,0,0.1,0.0,0.7142857142857143,0.04861111111111111,-0.00017353545431825432,0.04861111111111111,0.0,0.7142857142857143,0,0.06329113924050633,0.0
8,0.5500878734622144,0.19756944444444444,0.40633611388774926,0.14305555555555555,0.05451388888888889,0.6067961165048543,0.4012738853503185,0.15830618892508144,0.04692307692307692,0.6363636363636364,0.22916666666666666,0.06308194875404774,0.22916666666666666,0.0,0.6363636363636364,0,0.2375,0.0,0.5769230769230769,0.18055555555555555,0.010022886258007218,0.18055555555555555,0.0,0.5769230769230769,0,0.17721518987341772,0.0
9,0.5362563237774031,0.20590277777777777,0.343286025222165,0.13368055555555555,0.07222222222222222,0.5844155844155844,0.44711538461538464,0.14071661237785016,0.06692307692307692,0.5,0.2638888888888889,-0.01970241903452565,0.0,0.2638888888888889,0,0.5,0.0,0.2711864406779661,0.45652173913043476,0.3194444444444444,-0.02021012176593819,0.0,0.3194444444444444,0,0.45652173913043476,0.0,0.32786885245901637
