date,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5401785714285714,0.5444444444444444,0.916329139601664,0.36493055555555554,0.1795138888888889,0.5632730732635585,0.4932301740812379,0.538711776187378,0.0,0.5939849624060151,0.9236111111111112,0.0930237240764632,0.9236111111111112,0.0,0.5939849624060151,0,0.9285714285714286,0.0,0.6527777777777778,1.0,0.07313702470693205,1.0,0.0,0.6527777777777778,0,1.0,0.0
1,0.5699810006333123,0.5482638888888889,2.2961291067030705,0.37430555555555556,0.17395833333333333,0.6029684601113172,0.499001996007984,0.571893298633702,0.0,0.29411764705882354,0.11805555555555555,-0.031862748675861315,0.034722222222222224,0.08333333333333333,0.6,0.16666666666666666,0.047619047619047616,0.0,0.3333333333333333,0.041666666666666664,-0.007100656764059954,0.0,0.041666666666666664,0,0.3333333333333333,0.021505376344086023,0.0
2,0.5717131474103586,0.5229166666666667,2.2659548846150126,0.3503472222222222,0.17256944444444444,0.6134786917740337,0.4869215291750503,0.5517241379310345,0.0,0.5625,0.7777777777777778,0.07414001054236574,0.5069444444444444,0.2708333333333333,0.6301369863013698,0.4358974358974359,0.7261904761904762,0.0,0.4806201550387597,0.8958333333333334,0.01115898932047139,0.5,0.3958333333333333,0.625,0.2982456140350877,0.6559139784946236,0.0
3,0.6017919362867098,0.6975694444444445,4.715844116001547,0.40034722222222224,0.2972222222222222,0.6426712922810061,0.5467289719626168,0.7703318152244633,0.0,0.40425531914893614,0.9791666666666666,-0.10219955535215475,0.13194444444444445,0.8472222222222222,0.47368421052631576,0.39344262295081966,0.6547619047619048,0.0,0.3819444444444444,1.0,-0.03871393262936036,0.05555555555555555,0.9444444444444444,0.75,0.3602941176470588,0.5806451612903226,0.0
4,0.6524694154961486,0.7663194444444444,8.203382298632343,0.3958333333333333,0.3704861111111111,0.6929824561403509,0.6091846298031866,0.9180221210149642,0.0,0.6190476190476191,0.7291666666666666,0.08672031140134967,0.5972222222222222,0.13194444444444445,0.6511627906976745,0.47368421052631576,0.7619047619047619,0.0,0.6701030927835051,0.6736111111111112,0.03531037295277914,0.6597222222222222,0.013888888888888888,0.6631578947368421,1.0,0.6881720430107527,0.0
5,0.7324192835028749,0.7850694444444445,12.174893714317163,0.44722222222222224,0.33784722222222224,0.7515527950310559,0.7070914696813977,1.0566037735849056,0.0,0.49514563106796117,0.7152777777777778,-0.04544981962117988,0.125,0.5902777777777778,0.5555555555555556,0.4823529411764706,0.5833333333333334,0.0,0.4095238095238095,0.7291666666666666,0.01571626936113685,0.020833333333333332,0.7083333333333334,1.0,0.39215686274509803,0.45161290322580644,0.0
6,0.7701100762066045,0.8201388888888889,13.7522494164384,0.4309027777777778,0.3892361111111111,0.7912973408541499,0.7466547725245317,1.162003903708523,0.0,0.5507246376811594,0.9583333333333334,0.02284267828799894,0.3541666666666667,0.6041666666666666,0.6666666666666666,0.4827586206896552,0.8809523809523809,0.0,0.45454545454545453,0.9930555555555556,-0.013759969157444717,0.2222222222222222,0.7708333333333334,0.71875,0.3783783783783784,0.6881720430107527,0.0
7,0.7942005638340717,0.8621527777777778,15.279678911079758,0.453125,0.40902777777777777,0.8130268199233717,0.7733446519524618,1.2602472348731295,0.0,0.5401459854014599,0.9513888888888888,0.01428104622308117,0.3333333333333333,0.6180555555555556,0.6875,0.4606741573033708,0.8571428571428571,0.0,0.44285714285714284,0.9722222222222222,-0.013220449143687526,0.2013888888888889,0.7708333333333334,0.7241379310344828,0.36936936936936937,0.6559139784946236,0.0
8,0.8221961703790543,0.8885416666666667,16.43592379206133,0.47708333333333336,0.4114583333333333,0.8377001455604076,0.8042194092827004,1.3480806766428106,0.0,0.5327102803738317,0.7430555555555556,-0.04615894036140481,0.1736111111111111,0.5694444444444444,0.76,0.4634146341463415,0.6547619047619048,0.0,0.4563106796116505,0.7152777777777778,0.0022727362266577403,0.09027777777777778,0.625,0.8461538461538461,0.4,0.4946236559139785,0.0
9,0.8355572998430141,0.8847222222222222,16.62958716868934,0.4597222222222222,0.425,0.8549848942598187,0.8145424836601307,1.36174365647365,0.0,0.5405405405405406,0.7708333333333334,-0.019081007228407866,0.2708333333333333,0.5,0.6923076923076923,0.4583333333333333,0.6904761904761905,0.0,0.4948453608247423,0.6736111111111112,0.006098248714645812,0.11805555555555555,0.5555555555555556,0.8235294117647058,0.425,0.5053763440860215,0.0
