iteration,trainAccuracy,trainCoverage,trainReward,validationAccuracy,validationCoverage,validationReward
75,0.5292376017764618,0.42753164556962026,9937.5,0.5876288659793815,0.97,16012.5
76,0.5462814339218833,0.5914556962025317,34500.0,0.5502183406113537,0.7633333333333333,-200.0
77,0.5611764705882353,0.5379746835443038,111037.5,0.5443037974683544,0.5266666666666666,-5250.0
78,0.5712545676004872,0.519620253164557,138950.0,0.575091575091575,0.91,9875.0
79,0.5718782791185729,0.6031645569620253,137550.0,0.5868544600938967,0.71,-100.0
80,0.5954994511525796,0.5765822784810126,174000.0,0.5601503759398496,0.8866666666666667,4812.5
81,0.5652959783099865,0.7003164556962025,70775.0,0.5878136200716846,0.93,13937.5
82,0.5608519269776876,0.6240506329113924,83675.0,0.5741935483870968,0.5166666666666667,1962.5
83,0.5595794392523364,0.5417721518987342,59287.5,0.581151832460733,0.6366666666666667,5262.5
84,0.5518277416124187,0.6319620253164557,36662.5,0.5724137931034483,0.9666666666666667,12350.0
85,0.5735702387562466,0.5699367088607595,119512.5,0.5804597701149425,0.58,5187.5
86,0.5745178258328463,0.5414556962025316,117137.5,0.5961538461538461,0.8666666666666667,8537.5
87,0.5491029272898962,0.670253164556962,70512.5,0.5945945945945946,0.8633333333333333,9975.0
88,0.5703463203463204,0.5848101265822785,129912.5,0.5769230769230769,0.43333333333333335,5437.5
89,0.570675105485232,0.6,129612.5,0.5773195876288659,0.97,10962.5
90,0.5551974214343272,0.7854430379746835,80350.0,0.5859649122807018,0.95,17012.5
91,0.5727848101265823,0.6,136425.0,0.5245901639344263,0.20333333333333334,237.5
92,0.5674056321150389,0.5281645569620254,87162.5,0.6571428571428571,0.11666666666666667,7212.5
93,0.5707547169811321,0.5367088607594936,97125.0,0.5915492957746479,0.23666666666666666,6687.5
94,0.5951035781544256,0.5041139240506329,124675.0,0.6008771929824561,0.76,6975.0
95,0.5675675675675675,0.6205696202531645,107675.0,0.5793357933579336,0.9033333333333333,10412.5
96,0.569177744953225,0.6427215189873418,112150.0,0.5779816513761468,0.7266666666666667,12200.0
97,0.5546938775510204,0.7753164556962026,58100.0,0.578544061302682,0.87,13675.0
98,0.5572519083969466,0.6632911392405063,87325.0,0.3,0.03333333333333333,-2537.5
99,0.5838548185231539,0.5056962025316456,154625.0,0.5687022900763359,0.8733333333333333,5087.5
100,0.5949918345127926,0.5813291139240506,189675.0,0.5806451612903226,0.20666666666666667,4975.0
101,0.571875,0.5063291139240507,131875.0,0.6074766355140186,0.7133333333333334,14150.0
102,0.57451078775715,0.6306962025316456,128775.0,0.5647058823529412,0.5666666666666667,-712.5
103,0.5913859745996687,0.5731012658227848,172775.0,0.5764192139737991,0.7633333333333333,9887.5
104,0.5681063122923588,0.6667721518987342,110275.0,0.5671641791044776,0.8933333333333333,9125.0
105,0.560287081339713,0.6613924050632911,94737.5,0.5793650793650794,0.84,7550.0
106,0.5642958078191239,0.6718354430379747,82275.0,0.6074766355140186,0.3566666666666667,6975.0
107,0.5721769499417928,0.5436708860759494,116062.5,0.5628140703517588,0.6633333333333333,8350.0
108,0.5783933518005541,0.5712025316455697,142200.0,0.591304347826087,0.7666666666666667,9737.5
109,0.5727622185612301,0.5762658227848101,120000.0,0.5666666666666667,0.3,3812.5
110,0.5866579463701765,0.4838607594936709,126387.5,0.5542168674698795,0.5533333333333333,-1000.0
111,0.5929802955665024,0.5139240506329114,179550.0,0.5869565217391305,0.6133333333333333,4325.0
112,0.5787878787878787,0.6265822784810127,165550.0,0.5898876404494382,0.5933333333333334,12612.5
113,0.5374873353596757,0.6246835443037975,2962.5,0.5954545454545455,0.7333333333333333,7112.5
114,0.5769854132901134,0.5857594936708861,150825.0,0.5797101449275363,0.23,1075.0
115,0.600470035252644,0.5386075949367088,187450.0,0.5702127659574469,0.7833333333333333,8087.5
116,0.5645234838121295,0.6939873417721519,113300.0,0.6111111111111112,0.06,-1800.0
117,0.5933044017358958,0.5104430379746835,161987.5,0.5531914893617021,0.47,4975.0
118,0.5443686006825939,0.5563291139240506,33300.0,0.6086956521739131,0.7666666666666667,17700.0
119,0.5668276972624798,0.5895569620253165,128525.0,0.6071428571428571,0.6533333333333333,10987.5
120,0.5809217577706324,0.5905063291139241,172512.5,0.6075268817204301,0.62,4537.5
121,0.6004632310364795,0.5465189873417722,191312.5,0.5763546798029556,0.6766666666666666,8362.5
122,0.5822857142857143,0.5537974683544303,170025.0,0.7058823529411765,0.056666666666666664,2050.0
123,0.5905413814561294,0.5085443037974684,164625.0,0.6224489795918368,0.32666666666666666,10162.5
124,0.6012195121951219,0.5189873417721519,176500.0,0.586046511627907,0.7166666666666667,7025.0
125,0.6151100535395598,0.5319620253164556,245425.0,0.5841121495327103,0.7133333333333334,3975.0
126,0.5787815126050421,0.6025316455696202,138050.0,0.5793650793650794,0.84,4812.5
127,0.5770101925254814,0.5588607594936709,164587.5,0.5736434108527132,0.43,2300.0
128,0.608193883439123,0.5484177215189874,221087.5,0.5575221238938053,0.7533333333333333,-1550.0
129,0.5965971459934138,0.5765822784810126,190875.0,0.5953307392996109,0.8566666666666667,10387.5
130,0.5971223021582733,0.5718354430379747,196775.0,0.5706806282722513,0.6366666666666667,1912.5
131,0.5762970498474059,0.6221518987341772,128837.5,0.5867768595041323,0.4033333333333333,13262.5
132,0.579513299377476,0.5591772151898734,151000.0,0.5647058823529412,0.5666666666666667,1012.5
133,0.6217494089834515,0.5354430379746835,245787.5,0.49206349206349204,0.21,-3050.0
134,0.6079931972789115,0.5534117647058824,113162.5,0.5903083700440529,0.7566666666666667,6125.0
135,0.553082191780822,0.7095990279465371,48425.0,0.5763888888888888,0.96,11737.5
