date_time,open,close,label
2000-07-31,1434.25,1438.75,1
2000-08-01,1440.0,1447.25,1
2000-08-02,1448.75,1452.5,1
2000-08-03,1449.5,1462.0,1
2000-08-04,1462.0,1471.5,1
2000-08-07,1471.5,1487.0,1
2000-08-08,1483.5,1492.5,1
2000-08-09,1493.75,1480.75,-1
2000-08-10,1481.0,1473.75,-1
2000-08-11,1474.5,1479.0,1
2000-08-14,1479.75,1498.5,1
2000-08-15,1499.5,1495.0,-1
2000-08-16,1496.5,1491.75,-1
2000-08-17,1489.0,1503.75,1
2000-08-18,1505.0,1500.0,-1
2000-08-21,1500.5,1507.0,1
2000-08-22,1506.75,1507.25,-1
2000-08-23,1506.25,1510.0,1
2000-08-24,1511.25,1515.0,1
2000-08-25,1515.0,1513.0,-1
2000-08-28,1514.25,1518.5,1
2000-08-29,1518.5,1518.25,-1
2000-08-30,1516.75,1504.0,-1
2000-08-31,1503.75,1521.25,1
2000-09-01,1520.25,1523.25,1
2000-09-05,1524.75,1512.0,-1
2000-09-06,1512.25,1494.25,-1
2000-09-07,1494.25,1507.25,1
2000-09-08,1505.5,1496.75,-1
2000-09-11,1517.5,1514.25,-1
2000-09-12,1513.25,1504.25,-1
2000-09-13,1505.5,1507.5,1
2000-09-14,1507.5,1503.0,-1
2000-09-15,1503.0,1483.5,-1
2000-09-18,1481.5,1467.5,-1
2000-09-19,1468.0,1478.5,1
2000-09-20,1479.75,1469.5,-1
2000-09-21,1473.25,1469.25,-1
2000-09-22,1442.5,1468.5,1
2000-09-25,1474.25,1461.0,-1
2000-09-26,1461.0,1443.0,-1
2000-09-27,1445.75,1446.75,-1
2000-09-28,1449.75,1476.0,1
2000-09-29,1470.75,1454.0,-1
2000-10-02,1454.5,1456.25,1
2000-10-03,1459.0,1441.25,-1
2000-10-04,1444.75,1450.25,1
2000-10-05,1450.75,1456.25,1
2000-10-06,1458.0,1426.25,-1
2000-10-09,1425.25,1416.5,-1
2000-10-10,1417.5,1391.0,-1
2000-10-11,1391.75,1378.5,-1
2000-10-12,1384.0,1344.25,-1
2000-10-13,1347.25,1386.25,1
2000-10-16,1391.5,1392.0,-1
2000-10-17,1390.5,1360.0,-1
2000-10-18,1352.25,1353.75,1
2000-10-19,1358.75,1401.75,1
2000-10-20,1403.0,1410.75,1
2000-10-23,1411.0,1416.25,1
2000-10-24,1413.5,1404.75,-1
2000-10-25,1400.75,1374.0,-1
2000-10-26,1377.5,1371.0,-1
2000-10-27,1379.0,1400.0,1
2000-10-30,1397.0,1412.75,1
2000-10-31,1410.5,1440.75,1
2000-11-01,1436.0,1432.5,-1
2000-11-02,1433.0,1435.25,1
2000-11-03,1436.75,1436.75,-1
2000-11-06,1440.75,1445.5,1
2000-11-07,1441.75,1443.75,1
2000-11-08,1444.5,1412.0,-1
2000-11-09,1413.5,1403.5,-1
2000-11-10,1401.75,1372.25,-1
2000-11-13,1363.0,1358.75,-1
2000-11-14,1364.0,1394.0,1
2000-11-15,1393.0,1397.5,1
2000-11-16,1396.0,1379.25,-1
2000-11-17,1377.5,1370.75,-1
2000-11-20,1371.5,1347.75,-1
2000-11-21,1350.0,1356.0,1
2000-11-22,1351.5,1323.75,-1
2000-11-24,1334.0,1347.5,1
2000-11-27,1356.75,1359.0,1
2000-11-28,1359.5,1338.5,-1
2000-11-29,1338.0,1335.25,-1
2000-11-30,1324.0,1321.0,-1
2000-12-01,1327.25,1320.75,-1
2000-12-04,1325.0,1329.5,1
2000-12-05,1339.5,1374.25,1
2000-12-06,1373.0,1354.5,-1
2000-12-07,1350.75,1337.5,-1
2000-12-08,1345.0,1353.25,1
2000-12-11,1385.0,1403.0,1
2000-12-12,1400.0,1399.75,-1
2000-12-13,1408.0,1377.25,-1
2000-12-14,1381.5,1358.0,-1
2000-12-15,1351.0,1325.75,-1
2000-12-18,1335.5,1346.0,1
2000-12-19,1343.25,1317.75,-1
2000-12-20,1320.25,1280.25,-1
2000-12-21,1288.0,1288.5,-1
2000-12-22,1295.25,1327.25,1
2000-12-26,1324.0,1336.5,1
2000-12-27,1333.75,1350.25,1
2000-12-28,1348.0,1353.0,1
2000-12-29,1353.25,1327.0,-1
2001-01-02,1331.0,1300.0,-1
2001-01-03,1304.5,1359.0,1
2001-01-04,1359.25,1349.0,-1
2001-01-05,1346.25,1304.0,-1
2001-01-08,1307.5,1309.5,1
2001-01-09,1314.25,1308.75,-1
2001-01-10,1309.25,1327.0,1
2001-01-11,1322.75,1335.0,1
2001-01-12,1336.5,1329.75,-1
2001-01-16,1329.0,1335.25,1
2001-01-17,1343.25,1341.5,-1
2001-01-18,1345.75,1355.75,1
2001-01-19,1370.0,1347.5,-1
2001-01-22,1347.75,1358.0,1
2001-01-23,1354.25,1366.0,1
2001-01-24,1366.25,1370.0,1
2001-01-25,1370.5,1365.0,-1
2001-01-26,1357.5,1363.75,1
2001-01-29,1362.75,1370.25,1
2001-01-30,1367.75,1382.75,1
2001-01-31,1380.25,1373.5,-1
2001-02-01,1371.5,1382.5,1
2001-02-02,1382.75,1353.5,-1
2001-02-05,1353.0,1362.75,1
2001-02-06,1360.75,1356.25,-1
2001-02-07,1352.0,1349.25,-1
2001-02-08,1351.0,1335.25,-1
2001-02-09,1336.25,1321.0,-1
2001-02-12,1323.0,1333.75,1
2001-02-13,1333.25,1326.25,-1
2001-02-14,1326.5,1319.75,-1
2001-02-15,1320.75,1333.5,1
2001-02-16,1325.25,1305.0,-1
2001-02-20,1307.0,1285.5,-1
2001-02-21,1287.25,1255.5,-1
2001-02-22,1257.0,1257.25,-1
2001-02-23,1259.25,1246.25,-1
2001-02-26,1252.25,1273.25,1
2001-02-27,1270.75,1264.0,-1
2001-02-28,1262.0,1238.25,-1
2001-03-01,1237.25,1243.5,1
2001-03-02,1236.75,1234.0,-1
2001-03-05,1238.75,1243.5,1
2001-03-06,1248.0,1256.75,1
2001-03-07,1256.75,1265.75,1
2001-03-08,1266.75,1265.5,-1
2001-03-09,1258.0,1231.75,-1
2001-03-12,1238.0,1191.0,-1
2001-03-13,1191.5,1209.5,1
2001-03-14,1209.5,1181.0,-1
2001-03-15,1188.5,1185.25,-1
2001-03-16,1191.75,1161.5,-1
2001-03-19,1165.5,1180.25,1
2001-03-20,1178.75,1152.25,-1
2001-03-21,1149.5,1132.75,-1
2001-03-22,1136.5,1119.0,-1
2001-03-23,1127.75,1153.25,1
2001-03-26,1154.75,1166.5,1
2001-03-27,1165.0,1189.75,1
2001-03-28,1182.0,1160.0,-1
2001-03-29,1160.0,1160.75,-1
2001-03-30,1160.25,1173.5,1
2001-04-02,1175.25,1149.75,-1
2001-04-03,1151.5,1108.25,-1
2001-04-04,1107.5,1112.75,1
2001-04-05,1124.0,1155.75,1
2001-04-06,1157.0,1140.5,-1
2001-04-09,1139.25,1149.5,1
2001-04-10,1150.0,1171.25,1
2001-04-11,1173.25,1172.75,-1
2001-04-12,1175.25,1193.25,1
2001-04-16,1189.5,1182.0,-1
2001-04-17,1179.75,1195.75,1
2001-04-18,1215.0,1244.75,1
2001-04-19,1249.5,1258.75,1
2001-04-20,1259.5,1251.5,-1
2001-04-23,1249.0,1226.0,-1
2001-04-24,1228.5,1217.25,-1
2001-04-25,1217.75,1231.25,1
2001-04-26,1230.0,1240.5,1
2001-04-27,1239.0,1258.0,1
2001-04-30,1260.75,1253.0,-1
2001-05-01,1249.75,1272.25,1
2001-05-02,1271.75,1271.0,-1
2001-05-03,1269.0,1255.0,-1
2001-05-04,1253.25,1272.75,1
2001-05-07,1273.0,1263.25,-1
2001-05-08,1263.0,1262.25,-1
2001-05-09,1258.75,1257.75,-1
2001-05-10,1259.25,1261.25,1
2001-05-11,1260.75,1252.25,-1
2001-05-14,1250.75,1252.75,1
2001-05-15,1254.0,1257.25,1
2001-05-16,1255.5,1287.75,1
2001-05-17,1292.0,1291.75,-1
2001-05-18,1286.5,1295.75,1
2001-05-21,1296.0,1314.75,1
2001-05-22,1315.5,1312.5,-1
2001-05-23,1309.5,1290.75,-1
2001-05-24,1288.5,1294.5,1
2001-05-25,1295.75,1279.5,-1
2001-05-29,1279.75,1268.0,-1
2001-05-30,1267.25,1250.5,-1
2001-05-31,1252.5,1254.5,1
2001-06-01,1253.25,1265.0,1
2001-06-04,1262.75,1269.25,1
2001-06-05,1270.0,1284.5,1
2001-06-06,1285.25,1273.5,-1
2001-06-07,1271.75,1277.0,1
2001-06-08,1281.5,1268.0,-1
2001-06-10,1275.25,1275.0,-1
2001-06-11,1274.75,1266.5,-1
2001-06-12,1266.25,1263.5,-1
2001-06-13,1263.5,1252.0,-1
2001-06-14,1252.0,1225.5,-1
2001-06-15,1225.0,1225.75,-1
2001-06-17,1223.5,1224.5,-1
2001-06-18,1224.25,1224.0,-1
2001-06-19,1223.5,1223.25,-1
2001-06-20,1223.25,1232.25,1
2001-06-21,1231.75,1240.0,1
2001-06-22,1240.25,1235.5,-1
2001-06-24,1233.0,1232.25,-1
2001-06-25,1232.75,1221.75,-1
2001-06-26,1221.5,1219.75,-1
2001-06-27,1220.5,1220.25,-1
2001-06-28,1220.0,1231.0,1
2001-06-29,1230.5,1232.75,1
2001-07-01,1233.5,1229.5,-1
2001-07-02,1229.5,1246.75,1
2001-07-03,1246.5,1243.0,-1
2001-07-04,1243.0,1240.5,-1
2001-07-05,1240.25,1217.0,-1
2001-07-06,1216.75,1193.5,-1
2001-07-08,1194.5,1193.5,-1
2001-07-09,1193.75,1202.75,1
2001-07-10,1202.75,1188.0,-1
2001-07-11,1188.0,1199.5,1
2001-07-12,1199.75,1213.5,1
2001-07-13,1213.25,1225.0,1
2001-07-15,1224.5,1223.5,-1
2001-07-16,1223.5,1209.0,-1
2001-07-17,1209.0,1216.0,1
2001-07-18,1216.0,1212.25,-1
2001-07-19,1212.75,1215.75,1
2001-07-20,1216.0,1214.75,-1
2001-07-22,1215.0,1206.75,-1
2001-07-23,1206.5,1193.0,-1
2001-07-24,1193.0,1181.75,-1
2001-07-25,1181.5,1190.25,1
2001-07-26,1189.75,1206.25,1
2001-07-27,1206.25,1210.0,1
2001-07-29,1210.0,1206.25,-1
2001-07-30,1206.5,1211.5,1
2001-07-31,1211.75,1213.5,1
2001-08-01,1213.25,1223.5,1
2001-08-02,1223.5,1226.5,1
2001-08-03,1226.25,1219.75,-1
2001-08-05,1219.75,1218.5,-1
2001-08-06,1219.0,1206.25,-1
2001-08-07,1206.0,1204.5,-1
2001-08-08,1204.5,1183.75,-1
2001-08-09,1184.0,1189.75,1
2001-08-10,1189.5,1191.75,1
2001-08-12,1193.0,1191.5,-1
2001-08-13,1191.75,1195.5,1
2001-08-14,1195.75,1192.5,-1
2001-08-15,1192.25,1179.25,-1
2001-08-16,1179.25,1184.25,1
2001-08-17,1184.0,1166.0,-1
2001-08-19,1164.75,1163.75,-1
2001-08-20,1163.75,1176.5,1
2001-08-21,1176.75,1158.75,-1
2001-08-22,1158.5,1167.0,1
2001-08-23,1167.25,1168.0,-1
2001-08-24,1168.0,1187.5,1
2001-08-26,1187.75,1188.5,-1
2001-08-27,1188.25,1179.5,-1
2001-08-28,1179.5,1163.25,-1
2001-08-29,1163.5,1153.5,-1
2001-08-30,1153.75,1127.25,-1
2001-08-31,1127.25,1138.5,1
2001-09-02,1137.5,1136.5,-1
2001-09-03,1136.25,1133.5,-1
2001-09-04,1133.75,1130.75,-1
2001-09-05,1131.0,1135.0,1
2001-09-06,1135.0,1107.25,-1
2001-09-07,1107.5,1083.25,-1
2001-09-09,1084.0,1080.5,-1
2001-09-10,1081.5,1095.25,1
2001-09-11,1096.0,1073.5,-1
2001-09-17,1041.5,1048.75,1
2001-09-18,1049.0,1043.75,-1
2001-09-19,1044.25,1018.25,-1
2001-09-20,1018.25,987.5,-1
2001-09-21,987.75,973.5,-1
2001-09-23,976.25,976.75,-1
2001-09-24,977.25,1007.75,1
2001-09-25,1007.75,1016.0,1
2001-09-26,1016.0,1013.5,-1
2001-09-27,1013.0,1026.25,1
2001-09-28,1026.5,1044.5,1
2001-10-01,1037.0,1043.25,1
2001-10-02,1043.25,1053.75,1
2001-10-03,1053.5,1075.75,1
2001-10-04,1076.25,1074.25,-1
2001-10-05,1074.5,1071.75,-1
2001-10-07,1067.0,1065.0,-1
2001-10-08,1064.75,1066.5,1
2001-10-09,1066.75,1058.0,-1
2001-10-10,1058.25,1084.0,1
2001-10-11,1083.75,1101.5,1
2001-10-12,1101.5,1094.0,-1
2001-10-14,1092.75,1089.0,-1
2001-10-15,1090.0,1091.5,1
2001-10-16,1091.25,1103.5,1
2001-10-17,1103.75,1073.5,-1
2001-10-18,1073.25,1073.25,-1
2001-10-19,1073.0,1072.5,-1
2001-10-21,1072.5,1070.75,-1
2001-10-22,1070.75,1094.5,1
2001-10-23,1094.5,1087.75,-1
2001-10-24,1087.0,1086.75,-1
2001-10-25,1086.75,1102.25,1
2001-10-26,1102.25,1102.25,-1
2001-10-28,1103.25,1099.5,-1
2001-10-29,1099.5,1069.75,-1
2001-10-30,1069.5,1058.25,-1
2001-10-31,1058.0,1054.75,-1
2001-11-01,1055.0,1079.5,1
2001-11-02,1079.5,1089.5,1
2001-11-04,1089.25,1089.5,-1
2001-11-05,1089.75,1106.75,1
2001-11-06,1106.75,1115.5,1
2001-11-07,1115.5,1122.75,1
2001-11-08,1122.75,1122.75,-1
2001-11-09,1122.75,1124.0,1
2001-11-11,1122.5,1125.5,1
2001-11-12,1125.5,1122.5,-1
2001-11-13,1123.0,1142.25,1
2001-11-14,1142.5,1147.25,1
2001-11-15,1147.5,1150.5,1
2001-11-16,1150.5,1139.25,-1
2001-11-18,1140.5,1144.0,1
2001-11-19,1143.75,1152.5,1
2001-11-20,1152.5,1142.75,-1
2001-11-21,1142.75,1138.0,-1
2001-11-22,1138.5,1140.25,1
2001-11-23,1140.5,1152.75,1
2001-11-25,1152.5,1156.75,1
2001-11-26,1156.75,1153.25,-1
2001-11-27,1153.25,1146.5,-1
2001-11-28,1146.5,1133.5,-1
2001-11-29,1133.0,1143.0,1
2001-11-30,1143.5,1135.25,-1
2001-12-02,1137.25,1133.0,-1
2001-12-03,1133.0,1129.5,-1
2001-12-04,1129.75,1148.0,1
2001-12-05,1148.0,1167.25,1
2001-12-06,1167.0,1165.0,-1
2001-12-07,1165.25,1160.5,-1
2001-12-09,1160.5,1158.5,-1
2001-12-10,1158.75,1140.25,-1
2001-12-11,1140.75,1140.0,-1
2001-12-12,1140.25,1134.25,-1
2001-12-13,1134.0,1117.5,-1
2001-12-14,1116.75,1126.0,1
2001-12-16,1126.25,1124.0,-1
2001-12-17,1123.75,1136.5,1
2001-12-18,1136.75,1142.0,1
2001-12-19,1142.0,1153.0,1
2001-12-20,1153.0,1140.5,-1
2001-12-21,1140.5,1148.75,1
2001-12-23,1148.25,1147.0,-1
2001-12-24,1146.5,1146.75,-1
2001-12-26,1145.25,1153.0,1
2001-12-27,1153.5,1162.0,1
2001-12-28,1161.25,1159.0,-1
2001-12-30,1159.25,1160.25,-1
2001-12-31,1160.5,1142.25,-1
2002-01-02,1143.75,1153.5,1
2002-01-03,1153.5,1167.5,1
2002-01-04,1167.75,1175.0,1
2002-01-06,1173.25,1174.5,1
2002-01-07,1174.75,1167.0,-1
2002-01-08,1167.0,1163.0,-1
2002-01-09,1163.0,1154.75,-1
2002-01-10,1154.5,1159.0,1
2002-01-11,1159.0,1148.0,-1
2002-01-13,1147.5,1146.0,-1
2002-01-14,1146.0,1142.25,-1
2002-01-15,1142.0,1143.5,1
2002-01-16,1143.75,1128.25,-1
2002-01-17,1128.5,1127.0,-1
2002-01-18,1127.25,1129.5,1
2002-01-20,1129.25,1133.25,1
2002-01-21,1133.25,1128.5,-1
2002-01-22,1128.5,1123.25,-1
2002-01-23,1123.5,1130.0,1
2002-01-24,1130.0,1133.75,1
2002-01-25,1134.0,1132.75,-1
2002-01-27,1132.5,1133.0,-1
2002-01-28,1132.75,1136.75,1
2002-01-29,1137.0,1101.75,-1
2002-01-30,1101.5,1116.5,1
2002-01-31,1116.25,1128.5,1
2002-02-01,1128.25,1123.25,-1
2002-02-03,1123.25,1121.0,-1
2002-02-04,1121.0,1097.0,-1
2002-02-05,1096.75,1087.5,-1
2002-02-06,1087.25,1080.0,-1
2002-02-07,1080.25,1079.5,-1
2002-02-08,1079.5,1095.25,1
2002-02-10,1097.0,1099.25,1
2002-02-11,1099.5,1108.25,1
2002-02-12,1108.25,1108.5,-1
2002-02-13,1108.5,1121.0,1
2002-02-14,1120.75,1117.5,-1
2002-02-15,1117.75,1104.0,-1
2002-02-17,1104.0,1104.25,-1
2002-02-18,1104.0,1103.5,-1
2002-02-19,1103.5,1085.0,-1
2002-02-20,1085.0,1101.5,1
2002-02-21,1101.5,1082.0,-1
2002-02-22,1082.0,1091.75,1
2002-02-24,1092.0,1090.75,-1
2002-02-25,1091.0,1108.0,1
2002-02-26,1107.75,1109.5,1
2002-02-27,1109.75,1111.75,1
2002-02-28,1112.25,1109.25,-1
2002-03-01,1109.0,1132.75,1
2002-03-03,1131.0,1135.5,1
2002-03-04,1135.25,1150.75,1
2002-03-05,1150.75,1147.5,-1
2002-03-06,1147.5,1163.5,1
2002-03-07,1163.5,1160.5,-1
2002-03-08,1160.25,1164.0,1
2002-03-10,1166.0,1165.75,-1
2002-03-11,1165.75,1165.0,-1
2002-03-12,1164.75,1168.75,1
2002-03-13,1168.5,1158.5,-1
2002-03-14,1159.0,1156.0,-1
2002-03-15,1156.0,1166.75,1
2002-03-17,1166.0,1168.0,1
2002-03-18,1168.0,1170.0,1
2002-03-19,1169.5,1174.0,1
2002-03-20,1174.25,1151.75,-1
2002-03-21,1151.5,1153.25,1
2002-03-22,1153.25,1149.75,-1
2002-03-24,1149.0,1148.5,-1
2002-03-25,1148.25,1138.0,-1
2002-03-26,1137.75,1144.0,1
2002-03-27,1143.75,1143.75,-1
2002-03-28,1143.75,1144.75,-1
2002-03-31,1145.25,1141.5,-1
2002-04-01,1141.5,1143.25,1
2002-04-02,1143.5,1138.25,-1
2002-04-03,1138.0,1130.75,-1
2002-04-04,1130.75,1126.25,-1
2002-04-05,1126.5,1125.75,-1
2002-04-07,1126.0,1126.0,-1
2002-04-08,1126.0,1129.0,1
2002-04-09,1129.0,1120.25,-1
2002-04-10,1120.25,1132.75,1
2002-04-11,1133.0,1108.25,-1
2002-04-12,1108.25,1112.0,1
2002-04-14,1112.5,1113.0,-1
2002-04-15,1113.25,1109.25,-1
2002-04-16,1109.0,1133.0,1
2002-04-17,1133.0,1129.0,-1
2002-04-18,1128.75,1120.75,-1
2002-04-19,1120.75,1126.5,1
2002-04-21,1127.5,1127.5,-1
2002-04-22,1127.25,1110.25,-1
2002-04-23,1110.5,1105.5,-1
2002-04-24,1105.5,1092.25,-1
2002-04-25,1092.25,1095.5,1
2002-04-26,1095.5,1071.25,-1
2002-04-28,1072.25,1075.0,1
2002-04-29,1075.0,1068.5,-1
2002-04-30,1068.25,1079.25,1
2002-05-01,1079.5,1089.75,1
2002-05-02,1089.5,1085.0,-1
2002-05-03,1085.0,1072.75,-1
2002-05-05,1073.75,1074.25,-1
2002-05-06,1074.0,1052.0,-1
2002-05-07,1052.0,1058.25,1
2002-05-08,1058.25,1088.25,1
2002-05-09,1088.5,1075.0,-1
2002-05-10,1075.0,1054.0,-1
2002-05-12,1054.0,1055.5,1
2002-05-13,1055.5,1075.5,1
2002-05-14,1075.25,1100.25,1
2002-05-15,1100.5,1095.5,-1
2002-05-16,1095.5,1107.0,1
2002-05-17,1107.0,1105.5,-1
2002-05-19,1104.75,1104.75,-1
2002-05-20,1104.5,1092.25,-1
2002-05-21,1092.25,1083.5,-1
2002-05-22,1083.5,1083.5,-1
2002-05-23,1083.5,1100.0,1
2002-05-24,1100.25,1082.25,-1
2002-05-26,1083.25,1085.0,1
2002-05-27,1085.0,1087.25,1
2002-05-28,1087.25,1075.25,-1
2002-05-29,1075.5,1068.75,-1
2002-05-30,1068.75,1067.25,-1
2002-05-31,1067.25,1064.0,-1
2002-06-02,1065.25,1065.75,-1
2002-06-03,1066.0,1039.0,-1
2002-06-04,1038.75,1046.0,1
2002-06-05,1046.0,1049.5,1
2002-06-06,1049.5,1018.75,-1
2002-06-07,1018.75,1028.25,1
2002-06-09,1029.25,1029.5,-1
2002-06-10,1029.25,1030.5,1
2002-06-11,1030.5,1015.75,-1
2002-06-12,1015.75,1024.75,1
2002-06-13,1024.75,1010.0,-1
2002-06-14,1010.0,1009.0,-1
2002-06-16,1009.0,1011.0,1
2002-06-17,1011.25,1036.5,1
2002-06-18,1037.0,1037.0,-1
2002-06-19,1037.0,1023.25,-1
2002-06-20,1023.0,1007.5,-1
2002-06-21,1007.25,991.5,-1
2002-06-24,992.5,1001.75,1
2002-06-25,1001.0,950.5,-1
2002-06-26,951.0,978.0,1
2002-06-27,978.25,997.0,1
2002-06-28,996.5,988.0,-1
2002-06-30,989.0,987.25,-1
2002-07-01,987.25,968.0,-1
2002-07-02,968.25,953.25,-1
2002-07-03,953.25,954.0,-1
2002-07-04,954.0,953.0,-1
2002-07-05,953.25,991.0,1
2002-07-07,990.5,984.0,-1
2002-07-08,984.0,980.5,-1
2002-07-09,980.5,956.25,-1
2002-07-10,956.0,916.5,-1
2002-07-11,916.0,931.5,1
2002-07-12,931.5,916.75,-1
2002-07-14,916.75,918.75,1
2002-07-15,918.75,918.5,-1
2002-07-16,918.75,894.75,-1
2002-07-17,894.75,903.0,1
2002-07-18,903.5,872.25,-1
2002-07-19,872.25,844.5,-1
2002-07-21,842.75,837.25,-1
2002-07-22,837.25,826.5,-1
2002-07-23,826.25,792.5,-1
2002-07-24,792.25,847.25,1
2002-07-25,847.5,831.25,-1
2002-07-26,831.5,852.75,1
2002-07-28,855.0,856.75,1
2002-07-29,856.25,891.5,1
2002-07-30,891.5,901.75,1
2002-07-31,901.5,906.0,1
2002-08-01,906.25,881.0,-1
2002-08-02,881.0,864.0,-1
2002-08-04,865.0,864.25,-1
2002-08-05,864.25,831.5,-1
2002-08-06,831.5,865.75,1
2002-08-07,866.0,878.5,1
2002-08-08,878.5,900.5,1
