iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec,Walk,Date
0,0.501840490797546,0.5659722222222222,-0.26088784373988666,0.32916666666666666,0.23680555555555555,0.5210970464135021,0.4750733137829912,0.5159609120521172,0.0,0.4518518518518518,0.9375,-0.08654618594767965,0.0,0.9375,0.0,0.4518518518518518,0.7125,0.0,0.4609929078014184,0.9791666666666666,-0.03191176769892809,0.0,0.9791666666666666,0.0,0.4609929078014184,0.7721518987341772,0.0,1,30/03/2019
1,0.4910662824207493,0.6024305555555556,-0.5620988884219007,0.24722222222222226,0.3552083333333333,0.5393258426966292,0.4574780058651026,0.5413680781758957,0.0,0.4519230769230769,0.7222222222222222,-0.06310358663238673,0.0,0.7222222222222222,0.0,0.4519230769230769,0.55,0.0,0.4824561403508772,0.7916666666666666,0.035020133608909126,0.0,0.7916666666666666,0.0,0.4824561403508772,0.6708860759493671,0.0,1,30/03/2019
2,0.4975062344139651,0.5569444444444445,0.17199167364064405,0.2048611111111111,0.35208333333333336,0.5254237288135594,0.4812623274161736,0.5035830618892508,0.0,0.4642857142857143,0.7777777777777778,-0.07430427120885562,0.0,0.7777777777777778,0.0,0.4642857142857143,0.6,0.0,0.46399999999999997,0.8680555555555556,-0.0087072454685513,0.0,0.8680555555555556,0.0,0.46399999999999997,0.6962025316455697,0.0,1,30/03/2019
3,0.5105653912050258,0.6079861111111111,1.1600905559788457,0.2427083333333333,0.36527777777777776,0.5364806866952789,0.4933460076045628,0.5609120521172638,0.0,0.4444444444444444,0.125,-0.01815257567894097,0.0,0.125,0.0,0.4444444444444444,0.1,0.0,0.38461538461538464,0.09027777777777778,-0.02157222944676584,0.0,0.09027777777777778,0.0,0.38461538461538464,0.05063291139240506,0.0,1,30/03/2019
4,0.5777777777777777,0.59375,2.5908654693185444,0.3194444444444444,0.2743055555555556,0.6097826086956522,0.5405063291139239,0.6260586319218241,0.0,0.4714285714285714,0.9722222222222222,-0.050906510510089625,0.3958333333333333,0.5763888888888888,0.543859649122807,0.42168674698795183,0.775,0.0,0.5140845070422535,0.9861111111111112,-0.04238688160580637,0.375,0.6111111111111112,0.5740740740740741,0.4772727272727273,0.8734177215189873,0.0,1,30/03/2019
5,0.6083598364379827,0.7642361111111111,5.738995424671477,0.4048611111111111,0.359375,0.6406518010291595,0.5719806763285025,0.8482084690553746,0.0,0.5873015873015873,0.875,0.03473178289089554,0.8472222222222222,0.027777777777777776,0.5819672131147541,0.75,0.8625,0.0,0.5813953488372093,0.8958333333333334,0.05762908296532606,0.8819444444444444,0.013888888888888888,0.5826771653543307,0.5,0.9113924050632912,0.0,1,30/03/2019
6,0.6377988272440235,0.7697916666666667,7.136952248803524,0.4628472222222222,0.3069444444444445,0.6481620405101275,0.6221719457013575,0.8977198697068404,0.0,0.5384615384615384,0.9027777777777778,0.04833774374734287,0.2361111111111111,0.6666666666666666,0.6470588235294118,0.5,0.825,0.0,0.5144927536231884,0.9583333333333334,-0.0039123067508229255,0.2013888888888889,0.7569444444444444,0.6206896551724138,0.4862385321100918,0.8481012658227848,0.0,1,30/03/2019
7,0.6581945661700263,0.7923611111111111,9.391403608814619,0.3982638888888889,0.3940972222222222,0.7061900610287707,0.6096916299559472,0.9530944625407166,0.0,0.5514705882352942,0.9444444444444444,0.02416022389302604,0.6944444444444444,0.25,0.61,0.3888888888888889,0.875,0.0,0.5611510791366906,0.9652777777777778,0.1335213817848459,0.7777777777777778,0.1875,0.5714285714285714,0.5185185185185185,0.9367088607594936,0.0,1,30/03/2019
8,0.6787564766839378,0.8041666666666667,10.138882903440193,0.4586805555555555,0.3454861111111111,0.6979560938682816,0.6532663316582915,0.9993485342019544,0.0,0.569620253164557,0.5486111111111112,0.061271456134192874,0.4166666666666667,0.13194444444444445,0.6333333333333333,0.3684210526315789,0.55,0.0,0.6615384615384615,0.4513888888888889,0.0912569763447885,0.3333333333333333,0.11805555555555555,0.6875,0.5882352941176471,0.5189873417721519,0.0,1,30/03/2019
9,0.7121412803532009,0.7864583333333334,11.680193500443355,0.4444444444444444,0.3420138888888889,0.72578125,0.6944162436548224,1.0280130293159608,0.0,0.6071428571428571,0.9722222222222222,0.08702513544233621,0.7986111111111112,0.1736111111111111,0.6260869565217392,0.52,1.0,0.0,0.5899280575539568,0.9652777777777778,0.09884373663931277,0.8819444444444444,0.08333333333333333,0.5826771653543307,0.6666666666666666,0.9873417721518988,0.0,1,30/03/2019
