iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec,Walk,Date
0,0.5195901145268234,0.5760416666666667,-0.36805698647614177,0.37777777777777777,0.19826388888888888,0.5523897058823529,0.457092819614711,0.5418016850291639,0.0,0.5277777777777778,0.25,-0.013918919016792602,0.25,0.0,0.5277777777777778,0.0,0.2533333333333333,0.0,0.64,0.1736111111111111,0.04275515011776868,0.1736111111111111,0.0,0.64,0.0,0.2222222222222222,0.0,3,30/03/2019
1,0.5265151515151515,0.4583333333333333,0.672989320894287,0.28194444444444444,0.1763888888888889,0.5788177339901478,0.4429133858267717,0.4374594944912508,0.0,0.56,0.1736111111111111,0.02029828912720436,0.1736111111111111,0.0,0.56,0.0,0.18666666666666668,0.0,0.6470588235294118,0.11805555555555555,0.07500469034827405,0.11805555555555555,0.0,0.6470588235294118,0.0,0.1527777777777778,0.0,3,30/03/2019
2,0.5547282204020849,0.4663194444444445,1.7758110383388035,0.3225694444444445,0.14375,0.5941872981700753,0.4661835748792271,0.4705119896305898,0.0,0.5581395348837209,0.5972222222222222,0.06246861689902429,0.5972222222222222,0.0,0.5581395348837209,0.0,0.6266666666666667,0.0,0.5166666666666667,0.4166666666666667,0.019976740044525137,0.4097222222222222,0.006944444444444444,0.5254237288135594,0.0,0.4305555555555556,0.0,3,30/03/2019
3,0.5627990430622011,0.5805555555555556,2.4756246180344235,0.4138888888888889,0.16666666666666666,0.6149328859060402,0.43333333333333335,0.5910563836681789,0.0,0.5,0.8194444444444444,0.003430830509378811,0.8194444444444444,0.0,0.5,0.0,0.7733333333333333,0.0,0.5121951219512195,0.8541666666666666,0.00500775024907292,0.8541666666666666,0.0,0.5121951219512195,0.0,0.8472222222222222,0.0,3,30/03/2019
4,0.5887700534759358,0.6493055555555556,3.0522102574481447,0.4725694444444444,0.17673611111111112,0.6201322556943424,0.5049115913555993,0.6928062216461439,0.0,0.4965034965034965,0.9930555555555556,-0.017138861775229004,0.05555555555555555,0.9375,0.625,0.4888888888888889,0.9333333333333332,0.0,0.524822695035461,0.9791666666666666,0.02942877393194278,0.06944444444444445,0.9097222222222222,0.6,0.5190839694656488,1.0,0.0,3,30/03/2019
5,0.5862660944206008,0.8090277777777778,6.107234974188894,0.32048611111111114,0.4885416666666666,0.6879739978331527,0.51954513148543,0.8593648736228127,0.0,0.5357142857142857,0.9722222222222222,0.05308369831021816,0.4305555555555556,0.5416666666666666,0.5483870967741935,0.5256410256410257,0.9866666666666668,0.0,0.475177304964539,0.9791666666666666,-0.0717633483453013,0.2222222222222222,0.7569444444444444,0.4375,0.4862385321100918,0.9027777777777778,0.0,3,30/03/2019
6,0.6677866442671146,0.8267361111111111,9.571580383232225,0.3857638888888889,0.4409722222222222,0.7164716471647165,0.6251968503937008,1.0064808813998705,0.0,0.4836065573770492,0.8472222222222222,-0.026439715637296718,0.6041666666666666,0.24305555555555555,0.4942528735632184,0.4571428571428571,0.7733333333333333,0.0,0.5,0.6944444444444444,-0.06388784845466038,0.4444444444444444,0.25,0.5,0.5,0.6805555555555556,0.0,3,30/03/2019
7,0.7122940430925222,0.821875,11.8564222760363,0.440625,0.38125,0.7415287628053585,0.6785063752276868,1.0712896953985742,0.0,0.5669291338582677,0.8819444444444444,0.15359116912836002,0.2708333333333333,0.6111111111111112,0.6153846153846154,0.5454545454545454,0.9466666666666668,0.0,0.5488721804511278,0.9236111111111112,0.03879293518481363,0.1597222222222222,0.7638888888888888,0.6086956521739131,0.5363636363636364,0.9861111111111112,0.0,3,30/03/2019
8,0.7192492012779552,0.8694444444444445,13.895050660627039,0.40625,0.4631944444444445,0.7726495726495727,0.6724137931034483,1.1464679196370706,0.0,0.5384615384615384,0.9930555555555556,0.08756694239687693,0.4097222222222222,0.5833333333333334,0.576271186440678,0.5119047619047619,1.0133333333333334,0.0,0.5352112676056338,0.9861111111111112,0.014937176067441063,0.22916666666666666,0.7569444444444444,0.5757575757575758,0.5229357798165137,1.0277777777777777,0.0,3,30/03/2019
9,0.7439816583874665,0.9086805555555556,14.515402037266627,0.4475694444444445,0.4611111111111112,0.7905352986811481,0.6987951807228916,1.236552171095269,0.0,0.5038759689922481,0.8958333333333334,-0.01096342318492711,0.5069444444444444,0.3888888888888889,0.547945205479452,0.44642857142857145,0.8533333333333334,0.0,0.5151515151515151,0.9166666666666666,-0.11411894679945972,0.4166666666666667,0.5,0.5333333333333333,0.5,0.9305555555555556,0.0,3,30/03/2019
