iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec,Walk,Date
10,0.828719084533038,0.940625,16.855151169134878,0.5270833333333333,0.41354166666666653,0.8359683794466403,0.8194794290512175,1.4290343486714192,0.0,0.4923076923076923,0.9027777777777778,-0.11955489411079978,0.4652777777777778,0.4375,0.4925373134328358,0.492063492063492,0.8493150684931506,0.0,0.5185185185185185,0.9375,0.05511307095022013,0.4722222222222222,0.4652777777777778,0.5441176470588235,0.4925373134328358,0.945945945945946,0.0,4,30/03/2019
11,0.8315828957239308,0.9256944444444444,17.070862357251908,0.4979166666666667,0.42777777777777776,0.8514644351464435,0.8084415584415584,1.410239792611795,0.0,0.4577464788732394,0.9861111111111112,-0.17972191467768914,0.5138888888888888,0.4722222222222222,0.472972972972973,0.4411764705882353,0.8630136986301371,0.0,0.5107913669064749,0.9652777777777778,0.0873448236687625,0.4652777777777778,0.5,0.5223880597014925,0.5,0.9594594594594594,0.0,4,30/03/2019
12,0.8402497245684907,0.9454861111111112,17.13374578713104,0.5170138888888889,0.4284722222222222,0.8495634654130289,0.8290113452188006,1.4536616979909267,0.0,0.4859154929577465,0.9861111111111112,-0.13712492825087289,0.5486111111111112,0.4375,0.4936708860759494,0.4761904761904762,0.9178082191780822,0.0,0.5211267605633803,0.9861111111111112,0.08837444862516862,0.5069444444444444,0.4791666666666667,0.547945205479452,0.4927536231884058,0.9864864864864864,0.0,4,30/03/2019
13,0.8483965014577259,0.9527777777777776,17.89621271196139,0.5211805555555555,0.43159722222222224,0.8607594936708861,0.8334674175382142,1.4808813998703825,0.0,0.5467625899280576,0.9652777777777778,0.028250433032150017,0.5833333333333334,0.3819444444444444,0.5357142857142857,0.5636363636363636,1.0136986301369864,0.0,0.5070422535211268,0.9861111111111112,0.04907341911962612,0.5,0.4861111111111111,0.5277777777777778,0.4857142857142857,0.9594594594594594,0.0,4,30/03/2019
14,0.8592429253950753,0.9447916666666668,17.329093678077392,0.5309027777777777,0.4138888888888889,0.8580771746239372,0.8607382550335569,1.4867141931302656,0.0,0.5208333333333334,1.0,-0.055868954560734665,0.4722222222222222,0.5277777777777778,0.5294117647058824,0.5131578947368421,1.0,0.0,0.5,1.0,0.08228873916082872,0.4791666666666667,0.5208333333333334,0.5217391304347826,0.48,0.9594594594594594,0.0,4,30/03/2019
15,0.8591190389515836,0.9538194444444444,17.57621175336728,0.5055555555555555,0.4482638888888889,0.8798076923076923,0.8357862122385747,1.5009721322099805,0.0,0.4928571428571429,0.9722222222222222,-0.029691303848184032,0.5694444444444444,0.4027777777777778,0.5,0.4827586206896552,0.9178082191780822,0.0,0.5071428571428571,0.9722222222222222,0.0432023908450835,0.5347222222222222,0.4375,0.5194805194805194,0.492063492063492,0.945945945945946,0.0,4,30/03/2019
16,0.8622974963181149,0.9430555555555556,17.42571917837902,0.5114583333333333,0.43159722222222224,0.8750848608282417,0.8471440064360418,1.4886584575502269,0.0,0.5486111111111112,1.0,0.013668656707028723,0.5,0.5,0.5555555555555556,0.5416666666666666,1.0547945205479452,0.0,0.5244755244755245,0.9930555555555556,0.1082211457885688,0.4791666666666667,0.5138888888888888,0.5507246376811594,0.5,1.0,0.0,4,30/03/2019
17,0.8594260806393026,0.9559027777777778,17.676733643213858,0.4996527777777778,0.45625,0.8839471855455178,0.832572298325723,1.504860661049903,0.0,0.5104895104895105,0.9930555555555556,0.05181140602876433,0.5486111111111112,0.4444444444444444,0.5189873417721519,0.5,0.9726027397260274,0.0,0.4930555555555556,1.0,0.05416481612318227,0.5,0.5,0.5138888888888888,0.4722222222222222,0.945945945945946,0.0,4,30/03/2019
18,0.8739587106120971,0.9586805555555556,18.013217446415798,0.5055555555555555,0.453125,0.8949175824175825,0.8505747126436781,1.5366169799092677,0.0,0.5208333333333334,1.0,-0.031040949116798888,0.6180555555555556,0.3819444444444444,0.5280898876404494,0.509090909090909,1.0,0.0,0.5034965034965035,0.9930555555555556,0.05226867671062429,0.5138888888888888,0.4791666666666667,0.527027027027027,0.4782608695652174,0.9594594594594594,0.0,4,30/03/2019
19,0.8817591925018025,0.9631944444444444,18.11162410761143,0.5260416666666666,0.4371527777777778,0.8897689768976897,0.8721207307386815,1.5560596241088789,0.0,0.5416666666666666,1.0,4.076973340063142e-05,0.5763888888888888,0.4236111111111111,0.5421686746987951,0.5409836065573771,1.0410958904109588,0.0,0.5069444444444444,1.0,0.13397163866367695,0.4861111111111111,0.5138888888888888,0.5285714285714286,0.4864864864864865,0.972972972972973,0.0,4,30/03/2019
20,0.8824801730353279,0.9631944444444444,18.150819774699155,0.525,0.4381944444444445,0.8915343915343915,0.8716323296354992,1.556707712248866,0.0,0.5069444444444444,1.0,-0.1022453738823494,0.5277777777777778,0.4722222222222222,0.5131578947368421,0.5,0.9726027397260274,0.0,0.4861111111111111,1.0,-0.007001336265837131,0.4930555555555556,0.5069444444444444,0.5070422535211268,0.4657534246575342,0.9324324324324323,0.0,4,30/03/2019
21,0.8735924446058845,0.9559027777777778,17.410917997949646,0.5184027777777778,0.4375,0.8894842598794374,0.8547619047619047,1.5333765392093324,0.0,0.5174825174825175,0.9930555555555556,-0.03787503122916763,0.5486111111111112,0.4444444444444444,0.5189873417721519,0.515625,0.9863013698630136,0.0,0.4930555555555556,1.0,-0.01591247975063645,0.4861111111111111,0.5138888888888888,0.5142857142857142,0.472972972972973,0.945945945945946,0.0,4,30/03/2019
22,0.8834668608885652,0.9534722222222224,18.390358378997718,0.5173611111111112,0.4361111111111111,0.8993288590604027,0.8646496815286624,1.5463383020090733,0.0,0.4583333333333333,1.0,-0.1520132053635987,0.6319444444444444,0.3680555555555556,0.4725274725274725,0.4339622641509434,0.8767123287671232,0.0,0.4791666666666667,1.0,-0.019620053808026297,0.5,0.5,0.5,0.4583333333333333,0.9189189189189191,0.0,4,30/03/2019
23,0.8821182444686253,0.9572916666666668,17.829255035640628,0.5194444444444445,0.4378472222222222,0.8957219251336899,0.865979381443299,1.5489306545690211,0.0,0.4930555555555556,1.0,-0.10400814706023208,0.625,0.375,0.5,0.4814814814814815,0.9452054794520548,0.0,0.4895104895104895,0.9930555555555556,-0.023506434903339625,0.5069444444444444,0.4861111111111111,0.5068493150684932,0.4714285714285714,0.9324324324324323,0.0,4,30/03/2019
24,0.8842826243691421,0.9631944444444444,17.90141900368083,0.5246527777777777,0.43854166666666666,0.8934480476505625,0.8733174980205859,1.559300064808814,0.0,0.5104895104895105,0.9930555555555556,-0.028106730239136443,0.5763888888888888,0.4166666666666667,0.5180722891566265,0.5,0.9726027397260274,0.0,0.4722222222222222,1.0,-0.010591045963523449,0.4930555555555556,0.5069444444444444,0.4929577464788733,0.4520547945205479,0.9054054054054054,0.0,4,30/03/2019
25,0.8880866425992779,0.9618055555555556,18.207772313401406,0.5048611111111111,0.4569444444444444,0.9105914718019256,0.8632218844984803,1.5651328580686974,0.0,0.4755244755244755,0.9930555555555556,-0.11170219994749296,0.6041666666666666,0.3888888888888889,0.4827586206896552,0.4642857142857143,0.9041095890410958,0.0,0.4791666666666667,1.0,0.02416301530280814,0.5277777777777778,0.4722222222222222,0.5,0.4558823529411765,0.9189189189189191,0.0,4,30/03/2019
26,0.8885281385281385,0.9625,17.83524914947284,0.5288194444444444,0.4336805555555556,0.8949441891004596,0.8807045636509208,1.5683732987686323,0.0,0.4930555555555556,1.0,-0.07668813729140588,0.5972222222222222,0.4027777777777778,0.5,0.4827586206896552,0.9452054794520548,0.0,0.5,1.0,0.05194536192017781,0.5069444444444444,0.4930555555555556,0.5205479452054794,0.4788732394366197,0.9594594594594594,0.0,4,30/03/2019
27,0.8966389591615468,0.9607638888888888,18.09616777320896,0.5260416666666666,0.43472222222222223,0.9056105610561056,0.8857827476038339,1.5787427090084252,0.0,0.4930555555555556,1.0,-0.05871708599670152,0.6388888888888888,0.3611111111111111,0.5,0.4807692307692308,0.9452054794520548,0.0,0.4722222222222222,1.0,-0.01768858511589045,0.5347222222222222,0.4652777777777778,0.4935064935064935,0.4477611940298508,0.9054054054054054,0.0,4,30/03/2019
28,0.9003969686033922,0.9621527777777776,18.31401821170961,0.53125,0.4309027777777778,0.9032679738562092,0.8968573730862208,1.5871678548282566,0.0,0.5138888888888888,1.0,-0.06104653549764717,0.6597222222222222,0.3402777777777778,0.5157894736842106,0.5102040816326531,0.9863013698630136,0.0,0.4791666666666667,1.0,-0.021248300405401797,0.5694444444444444,0.4305555555555556,0.5,0.4516129032258064,0.9189189189189191,0.0,4,30/03/2019
29,0.8840057636887608,0.9638888888888888,17.85290785014205,0.5375,0.4263888888888889,0.8863049095607235,0.8811074918566775,1.5631885936487362,0.0,0.5070422535211268,0.9861111111111112,-0.06896906583026817,0.5694444444444444,0.4166666666666667,0.5121951219512195,0.5,0.9589041095890408,0.0,0.4791666666666667,1.0,0.01269397876738341,0.5138888888888888,0.4861111111111111,0.5,0.4571428571428571,0.9189189189189191,0.0,4,30/03/2019
30,0.8974545454545455,0.9548611111111112,18.03717175641166,0.5222222222222223,0.4326388888888889,0.9082446808510638,0.8844301765650079,1.5709656513285808,0.0,0.4791666666666667,1.0,-0.15953403152292325,0.5694444444444444,0.4305555555555556,0.4878048780487805,0.4677419354838709,0.9178082191780822,0.0,0.4791666666666667,1.0,0.02443587163706397,0.5,0.5,0.5,0.4583333333333333,0.9189189189189191,0.0,4,30/03/2019
31,0.8872017353579176,0.9604166666666668,17.950064492244007,0.5149305555555556,0.4454861111111112,0.9022252191503708,0.8698363211223694,1.5599481529488008,0.0,0.5076923076923077,0.9027777777777778,-0.05270620747530691,0.5833333333333334,0.3194444444444444,0.5119047619047619,0.5,0.8767123287671232,0.0,0.4926470588235294,0.9444444444444444,0.04526813598638168,0.5138888888888888,0.4305555555555556,0.5,0.4838709677419355,0.8918918918918919,0.0,4,30/03/2019
32,0.9075380616412922,0.9350694444444444,18.36750153765301,0.5118055555555555,0.4232638888888889,0.9158751696065128,0.8974569319114027,1.5573558003888528,0.0,0.5174825174825175,0.9930555555555556,0.022199634857377026,0.5833333333333334,0.4097222222222222,0.5238095238095238,0.5084745762711864,0.9863013698630136,0.0,0.4615384615384616,0.9930555555555556,-0.019200135155452592,0.5208333333333334,0.4722222222222222,0.48,0.4411764705882353,0.8783783783783784,0.0,4,30/03/2019
33,0.9016216216216216,0.9635416666666666,18.472930232272155,0.5038194444444445,0.4597222222222222,0.9262577532736044,0.8746223564954683,1.591704471808166,0.0,0.5106382978723404,0.9791666666666666,-0.021831411506012262,0.5625,0.4166666666666667,0.5185185185185185,0.5,0.9589041095890408,0.0,0.4475524475524476,0.9930555555555556,-0.007678936171275063,0.5,0.4930555555555556,0.4722222222222222,0.4225352112676056,0.8513513513513513,0.0,4,30/03/2019
34,0.9019536903039074,0.9597222222222224,17.913462255682486,0.5208333333333334,0.4388888888888889,0.9106666666666666,0.8916139240506329,1.5878159429682437,0.0,0.5460992907801419,0.9791666666666666,0.06250276052549979,0.4791666666666667,0.5,0.5507246376811594,0.5416666666666666,1.0273972602739727,0.0,0.4825174825174825,0.9930555555555556,0.0471998281981696,0.5,0.4930555555555556,0.5,0.4647887323943662,0.9189189189189191,0.0,4,30/03/2019
35,0.8981581798483207,0.9614583333333332,18.52275714237657,0.5065972222222223,0.4548611111111111,0.9204934886908842,0.8732824427480916,1.5845755022683086,0.0,0.5069444444444444,1.0,0.05146673946961505,0.5138888888888888,0.4861111111111111,0.5135135135135135,0.5,0.9726027397260274,0.0,0.4861111111111111,1.0,0.08611015977358838,0.4930555555555556,0.5069444444444444,0.5070422535211268,0.4657534246575342,0.9324324324324323,0.0,4,30/03/2019
36,0.9009399855386842,0.9604166666666668,18.272653418597947,0.5211805555555555,0.4392361111111111,0.9100599600266488,0.8901185770750988,1.5878159429682437,0.0,0.5069444444444444,1.0,-0.08841801885354024,0.6111111111111112,0.3888888888888889,0.5113636363636364,0.5,0.9726027397260274,0.0,0.4652777777777778,1.0,-0.03981367462538162,0.5138888888888888,0.4861111111111111,0.4864864864864865,0.4428571428571429,0.8918918918918919,0.0,4,30/03/2019
37,0.8988844908240374,0.9649305555555556,17.928057281812222,0.5350694444444445,0.4298611111111112,0.9013627514600908,0.8957996768982229,1.5910563836681788,0.0,0.4930555555555556,1.0,-0.017870774841841068,0.5555555555555556,0.4444444444444444,0.5,0.484375,0.9452054794520548,0.0,0.4930555555555556,1.0,0.019137980037131973,0.5138888888888888,0.4861111111111111,0.5135135135135135,0.4714285714285714,0.945945945945946,0.0,4,30/03/2019
38,0.9100758396533044,0.9614583333333332,18.070257079422795,0.5229166666666667,0.43854166666666666,0.9216467463479416,0.8962787015043547,1.6066104990278678,0.0,0.4791666666666667,1.0,-0.160220800859656,0.5833333333333334,0.4166666666666667,0.4880952380952381,0.4666666666666667,0.9178082191780822,0.0,0.4652777777777778,1.0,-0.022112594429130925,0.5,0.5,0.4861111111111111,0.4444444444444444,0.8918918918918919,0.0,4,30/03/2019
39,0.9028633562885104,0.9579861111111112,17.39124338148775,0.5142361111111111,0.44375,0.9182984469952734,0.8849765258215962,1.5865197666882696,0.0,0.5070422535211268,0.9861111111111112,-0.0558730465530224,0.5763888888888888,0.4097222222222222,0.5180722891566265,0.4915254237288136,0.9589041095890408,0.0,0.4929577464788733,0.9861111111111112,0.04441087143088097,0.5208333333333334,0.4652777777777778,0.5066666666666667,0.4776119402985074,0.9324324324324323,0.0,4,30/03/2019
40,0.901989150090416,0.9600694444444444,17.915512668800535,0.5184027777777778,0.44166666666666665,0.912926992632284,0.8891509433962265,1.5871678548282566,0.0,0.5,1.0,-0.10241942343605967,0.5902777777777778,0.4097222222222222,0.5058823529411764,0.4915254237288136,0.9589041095890408,0.0,0.4652777777777778,1.0,-0.03047160924897955,0.5277777777777778,0.4722222222222222,0.4868421052631579,0.4411764705882353,0.8918918918918919,0.0,4,30/03/2019
41,0.903755012759752,0.9524305555555556,17.747157821929072,0.5138888888888888,0.43854166666666666,0.9162162162162162,0.8891528107680127,1.5774465327284508,0.0,0.5036496350364964,0.9513888888888888,-0.10796677892245383,0.5833333333333334,0.3680555555555556,0.5,0.5094339622641509,0.9178082191780822,0.0,0.4680851063829787,0.9791666666666666,-0.035536273876754225,0.4930555555555556,0.4861111111111111,0.4788732394366197,0.4571428571428571,0.8783783783783784,0.0,4,30/03/2019
42,0.9144307469180566,0.9576388888888888,18.34807565745533,0.5277777777777778,0.4298611111111112,0.9203947368421052,0.9071082390953149,1.607906675307842,0.0,0.5138888888888888,1.0,0.04624961170798148,0.5486111111111112,0.4513888888888889,0.5189873417721519,0.5076923076923077,0.9863013698630136,0.0,0.4791666666666667,1.0,0.015098094904350897,0.5277777777777778,0.4722222222222222,0.5,0.4558823529411765,0.9189189189189191,0.0,4,30/03/2019
43,0.9017278617710583,0.9645833333333332,18.114998191069244,0.5246527777777777,0.4399305555555556,0.9099933818663136,0.8918705603788477,1.595593000648088,0.0,0.5106382978723404,0.9791666666666666,-0.01393143158619719,0.5763888888888888,0.4027777777777778,0.5180722891566265,0.5,0.9589041095890408,0.0,0.4825174825174825,0.9930555555555556,0.021008166938516332,0.5138888888888888,0.4791666666666667,0.5,0.463768115942029,0.9189189189189191,0.0,4,30/03/2019
44,0.908465991316932,0.9597222222222224,18.081004271440214,0.5305555555555556,0.42916666666666653,0.9116492146596858,0.9045307443365695,1.5988334413480234,0.0,0.5069444444444444,1.0,-0.0156933077913831,0.5555555555555556,0.4444444444444444,0.5125,0.5,0.9726027397260274,0.0,0.4652777777777778,1.0,-0.024702859999185325,0.5,0.5,0.4861111111111111,0.4444444444444444,0.8918918918918919,0.0,4,30/03/2019
45,0.9158844765342958,0.9618055555555556,18.1756665303947,0.5194444444444445,0.4423611111111111,0.9264705882352942,0.9034536891679747,1.6150356448476992,0.0,0.5208333333333334,1.0,0.01853016161671588,0.5555555555555556,0.4444444444444444,0.525,0.515625,1.0,0.0,0.4722222222222222,1.0,0.0194215063301326,0.4930555555555556,0.5069444444444444,0.4929577464788733,0.4520547945205479,0.9054054054054054,0.0,4,30/03/2019
46,0.916124367317426,0.9604166666666668,18.263909449374786,0.5065972222222223,0.4538194444444445,0.9376285126799178,0.8921193573068095,1.6163318211276734,0.0,0.5208333333333334,1.0,-0.022394387368732917,0.5416666666666666,0.4583333333333333,0.5256410256410257,0.5151515151515151,1.0,0.0,0.4791666666666667,1.0,0.032027971386290564,0.5,0.5,0.5,0.4583333333333333,0.9189189189189191,0.0,4,30/03/2019
47,0.9121157323688969,0.9600694444444444,18.310515829575547,0.5267361111111111,0.43333333333333335,0.9162821357943308,0.9070512820512819,1.6046662346079066,0.0,0.5069444444444444,1.0,-0.018512772196283653,0.5833333333333334,0.4166666666666667,0.5119047619047619,0.5,0.9726027397260274,0.0,0.4652777777777778,1.0,-0.02249281823199616,0.5,0.5,0.4861111111111111,0.4444444444444444,0.8918918918918919,0.0,4,30/03/2019
48,0.9155539516420064,0.9621527777777776,18.31453070543232,0.5288194444444444,0.43333333333333335,0.9159553512803676,0.9150641025641024,1.6156837329876863,0.0,0.4861111111111111,1.0,-0.050791312687621014,0.5902777777777778,0.4097222222222222,0.4941176470588236,0.4745762711864407,0.9315068493150684,0.0,0.4722222222222222,1.0,0.017754621021412946,0.5208333333333334,0.4791666666666667,0.4933333333333334,0.4492753623188406,0.9054054054054054,0.0,4,30/03/2019
49,0.9124008651766402,0.9631944444444444,18.197572416052587,0.5190972222222222,0.4440972222222222,0.9237458193979932,0.8991399530883503,1.6130913804277385,0.0,0.5069444444444444,1.0,-0.0645331848808397,0.5972222222222222,0.4027777777777778,0.5116279069767442,0.5,0.9726027397260274,0.0,0.4722222222222222,1.0,0.018608170417954862,0.5208333333333334,0.4791666666666667,0.4933333333333334,0.4492753623188406,0.9054054054054054,0.0,4,30/03/2019
