Date,Time,Open,High,Low,Close,Volume
04/07/2003,00:00,2654.76001,2814.389893,2654.439941,2808.939941,132642300.0
04/08/2003,00:00,2798.73999,2809.169922,2740.610107,2767.790039,106660300.0
04/09/2003,00:00,2756.6201170000004,2824.98999,2696.320068,2734.100098,124671700.0
04/10/2003,00:00,2730.969971,2763.649902,2685.800049,2697.100098,101823300.0
04/11/2003,00:00,2700.610107,2797.419922,2700.610107,2733.949951,91107500.0
04/14/2003,00:00,2741.659912,2787.3798829999996,2700.330078,2776.780029,80766500.0
04/15/2003,00:00,2792.060059,2867.639893,2792.060059,2834.1201170000004,118911500.0
04/16/2003,00:00,2843.330078,2915.689941,2824.679932,2824.679932,116973500.0
04/17/2003,00:00,2820.350098,2899.97998,2801.169922,2899.780029,94659800.0
04/22/2003,00:00,2898.360107,2965.209961,2843.800049,2960.959961,86782500.0
04/23/2003,00:00,2968.800049,3000.76001,2932.72998,2974.399902,119023500.0
04/24/2003,00:00,2967.6201170000004,2969.949951,2881.040039,2891.6201170000004,109323800.0
04/25/2003,00:00,2892.459961,2909.139893,2828.840088,2838.22998,98443300.0
04/28/2003,00:00,2834.459961,2953.919922,2821.350098,2953.919922,87581800.0
04/29/2003,00:00,2958.1201170000004,3004.790039,2908.959961,2908.959961,114598700.0
04/30/2003,00:00,2914.469971,2967.080078,2914.02002,2942.040039,137833800.0
05/02/2003,00:00,2938.719971,2986.0,2888.459961,2986.0,95765900.0
05/05/2003,00:00,2991.73999,3039.26001,2978.709961,3013.040039,88134300.0
05/06/2003,00:00,3002.399902,3066.949951,2977.6201170000004,3066.949951,98650200.0
05/07/2003,00:00,3063.409912,3068.080078,2992.790039,3005.639893,134185100.0
05/08/2003,00:00,3005.1201170000004,3016.570068,2884.51001,2886.080078,117225800.0
05/09/2003,00:00,2892.6298829999996,2956.590088,2861.699951,2956.590088,91161800.0
05/12/2003,00:00,2961.139893,2972.719971,2871.610107,2937.26001,79839500.0
05/13/2003,00:00,2941.570068,2951.98999,2883.310059,2909.949951,88771700.0
05/14/2003,00:00,2906.949951,2960.22998,2888.199951,2926.030029,100968100.0
05/15/2003,00:00,2926.790039,2989.3798829999996,2902.52002,2989.3798829999996,119485800.0
05/16/2003,00:00,2987.449951,3029.48999,2952.179932,2989.080078,107405000.0
05/19/2003,00:00,2976.3798829999996,2976.3798829999996,2841.02002,2850.679932,102016600.0
05/20/2003,00:00,2848.189941,2875.399902,2820.409912,2838.929932,105582800.0
05/21/2003,00:00,2841.330078,2853.040039,2773.77002,2827.25,108823500.0
05/22/2003,00:00,2826.469971,2865.209961,2817.6298829999996,2865.209961,100776600.0
05/23/2003,00:00,2867.100098,2886.070068,2804.1298829999996,2822.830078,77647200.0
05/26/2003,00:00,2821.540039,2855.280029,2812.399902,2828.280029,33294900.0
05/27/2003,00:00,2827.659912,2875.139893,2769.449951,2873.600098,94523100.0
05/28/2003,00:00,2885.530029,2958.209961,2885.530029,2919.540039,124317900.0
05/29/2003,00:00,2914.179932,2968.429932,2897.100098,2906.709961,51452400.0
05/30/2003,00:00,2907.72998,2997.6201170000004,2906.419922,2982.679932,108734700.0
06/02/2003,00:00,2990.929932,3066.040039,2990.929932,3064.560059,106530900.0
06/03/2003,00:00,3062.860107,3062.860107,3003.159912,3026.820068,84461200.0
06/04/2003,00:00,3030.290039,3099.820068,3020.159912,3080.02002,113326600.0
06/05/2003,00:00,3086.649902,3106.27002,3020.459961,3039.76001,124090600.0
06/06/2003,00:00,3054.98999,3146.909912,3054.98999,3127.459961,131230800.0
06/09/2003,00:00,3124.590088,3132.76001,3075.189941,3094.76001,48271200.0
06/10/2003,00:00,3088.610107,3149.439941,3076.77002,3140.340088,94479400.0
06/11/2003,00:00,3145.52002,3191.330078,3133.649902,3178.149902,136573900.0
06/12/2003,00:00,3180.610107,3253.699951,3180.610107,3219.469971,135901600.0
06/13/2003,00:00,3220.820068,3246.139893,3157.290039,3168.709961,103364700.0
06/16/2003,00:00,3156.800049,3264.5,3122.399902,3264.5,97142500.0
06/17/2003,00:00,3276.159912,3321.5,3264.100098,3286.47998,114976500.0
06/18/2003,00:00,3280.040039,3316.070068,3263.330078,3304.149902,119743500.0
06/19/2003,00:00,3304.23999,3324.439941,3217.459961,3247.110107,86131500.0
06/20/2003,00:00,3237.22998,3267.669922,3218.050049,3238.97998,212238000.0
06/23/2003,00:00,3236.959961,3246.25,3173.179932,3186.389893,91831900.0
06/24/2003,00:00,3185.179932,3228.3701170000004,3165.25,3217.340088,99786600.0
06/25/2003,00:00,3217.22998,3237.47998,3180.030029,3198.820068,93906900.0
06/26/2003,00:00,3194.97998,3246.669922,3157.699951,3241.219971,100000100.0
06/27/2003,00:00,3251.8701170000004,3263.1201170000004,3207.1298829999996,3224.659912,86269800.0
06/30/2003,00:00,3228.810059,3271.310059,3181.76001,3220.580078,89154500.0
07/01/2003,00:00,3217.209961,3217.209961,3119.350098,3146.550049,99574800.0
07/02/2003,00:00,3148.100098,3243.040039,3148.100098,3241.040039,94899700.0
07/03/2003,00:00,3237.050049,3261.580078,3196.72998,3241.919922,102628000.0
07/04/2003,00:00,3237.800049,3243.72998,3213.610107,3239.610107,48837300.0
07/07/2003,00:00,3244.939941,3359.01001,3244.939941,3332.8701170000004,118920800.0
07/08/2003,00:00,3335.0,3363.429932,3308.790039,3344.459961,227965600.0
07/09/2003,00:00,3343.1298829999996,3358.0600590000004,3299.73999,3322.429932,101643300.0
07/10/2003,00:00,3322.040039,3322.040039,3255.889893,3269.840088,101042700.0
07/11/2003,00:00,3264.580078,3332.1201170000004,3245.449951,3326.51001,78235200.0
07/14/2003,00:00,3335.1201170000004,3404.469971,3333.969971,3396.070068,84633500.0
07/15/2003,00:00,3391.8400880000004,3429.889893,3372.5,3384.6899409999996,115109000.0
07/16/2003,00:00,3385.179932,3430.76001,3358.679932,3387.639893,107078300.0
07/17/2003,00:00,3384.860107,3384.860107,3312.899902,3330.679932,108538600.0
07/18/2003,00:00,3328.909912,3378.139893,3328.060059,3366.709961,86567400.0
07/21/2003,00:00,3370.070068,3390.610107,3281.060059,3287.0,86690100.0
07/22/2003,00:00,3295.340088,3321.8798829999996,3254.189941,3318.149902,104716300.0
07/23/2003,00:00,3323.699951,3338.77002,3277.23999,3304.47998,78165200.0
07/24/2003,00:00,3305.810059,3377.5900880000004,3281.949951,3374.820068,106298500.0
07/25/2003,00:00,3367.709961,3371.929932,3313.560059,3356.889893,72124700.0
07/28/2003,00:00,3360.669922,3425.4499509999996,3360.669922,3417.7700200000004,70777700.0
07/29/2003,00:00,3417.51001,3452.179932,3373.6298829999996,3428.1201170000004,87003800.0
07/30/2003,00:00,3418.48999,3449.209961,3395.73999,3429.030029,84533400.0
07/31/2003,00:00,3432.75,3487.860107,3399.860107,3487.860107,127620300.0
08/01/2003,00:00,3481.8100590000004,3481.8100590000004,3403.030029,3438.889893,94124400.0
