iteration,trainAccuracy,trainCoverage,trainReward,validationAccuracy,validationCoverage,validationReward
32,0.5327775672603259,0.8796666666666667,22725.0,0.5033557046979866,0.9933333333333333,8225.0
33,0.5368561278863233,0.7506666666666667,6300.0,0.5033557046979866,0.9933333333333333,10450.0
34,0.5418682545589877,0.8956666666666667,61062.5,0,0.0,0.0
35,0.5341005967604433,0.782,56150.0,0.5167785234899329,0.9933333333333333,10725.0
36,0.513552584026021,0.9223333333333333,16837.5,0.5100671140939598,0.9933333333333333,11750.0
37,0.5274809160305344,0.8733333333333333,-6337.5,0,0.0,0.0
38,0.5405405405405406,0.5426666666666666,30112.5,0,0.0,0.0
39,0.5171813832100913,0.7663333333333333,55112.5,0.5067114093959731,0.9933333333333333,9087.5
40,0.5208166533226581,0.8326666666666667,29375.0,0,0.0,0.0
41,0.5174025974025974,0.6416666666666667,5687.5,0.5134228187919463,0.9933333333333333,11300.0
42,0.5393743257820928,0.927,30437.5,0.4966442953020134,0.9933333333333333,-10637.5
43,0.5129134571816946,0.7356666666666667,-25037.5,0.5033557046979866,0.9933333333333333,11062.5
44,0.5280112044817927,0.714,-10587.5,0.5100671140939598,0.9933333333333333,10500.0
45,0.5264,0.625,11375.0,0.4966442953020134,0.9933333333333333,8350.0
46,0.5307637906647807,0.9426666666666667,29600.0,0.5067114093959731,0.9933333333333333,7337.5
47,0.5287081339712919,0.836,44475.0,0.5067114093959731,0.9933333333333333,14350.0
48,0.5299145299145299,0.78,33500.0,0.4899328859060403,0.9933333333333333,-11550.0
49,0.5097159940209267,0.892,6587.5,0.5067114093959731,0.9933333333333333,9225.0
50,0.5299412915851271,0.8516666666666667,4612.5,0.5067114093959731,0.9933333333333333,11487.5
51,0.5452674897119342,0.81,36900.0,0.5100671140939598,0.9933333333333333,12237.5
52,0.5424194815396701,0.8486666666666667,57300.0,0.5067114093959731,0.9933333333333333,10562.5
53,0.5414652287095575,0.8963333333333333,59300.0,0.5067114093959731,0.9933333333333333,9975.0
54,0.5358504958047292,0.874,45012.5,0.5033557046979866,0.9933333333333333,10612.5
55,0.5168493706861551,0.821,-18325.0,0.4899328859060403,0.9933333333333333,-19562.5
56,0.5314685314685315,0.7626666666666667,81875.0,0.47315436241610737,0.9933333333333333,-17475.0
57,0.5166184971098265,0.9226666666666666,57950.0,0.5067114093959731,0.9933333333333333,8725.0
58,0.5336322869955157,0.892,46450.0,0.5067114093959731,0.9933333333333333,12450.0
59,0.5379202501954652,0.8526666666666667,36100.0,0.47651006711409394,0.9933333333333333,-17600.0
60,0.527134724857685,0.8783333333333333,42400.0,0.5033557046979866,0.9933333333333333,12950.0
61,0.5400735294117647,0.9066666666666666,50562.5,0.5167785234899329,0.9933333333333333,16812.5
62,0.5246985608712563,0.857,49412.5,0.4966442953020134,0.9933333333333333,10587.5
63,0.5448601525608427,0.9176666666666666,71950.0,0.5033557046979866,0.9933333333333333,8225.0
64,0.5329749103942653,0.93,19275.0,0.5033557046979866,0.9933333333333333,10450.0
65,0.5298284862043251,0.894,54525.0,0.5050167224080268,0.9966666666666667,9375.0
66,0.5323043790380474,0.9286666666666666,32387.5,0.5167785234899329,0.9933333333333333,10725.0
67,0.5347793567688855,0.8913333333333333,64650.0,0.5100671140939598,0.9933333333333333,11750.0
68,0.5384615384615384,0.91,42712.5,0.5050167224080268,0.9966666666666667,11600.0
69,0.5201435979258078,0.8356666666666667,40350.0,0.4808510638297872,0.7833333333333333,-10650.0
70,0.5280985373364127,0.866,153212.5,0.4965753424657534,0.9733333333333334,700.0
71,0.5404506834133728,0.9023333333333333,215312.5,0.4966442953020134,0.9933333333333333,-13887.5
72,0.5134168157423972,0.9316666666666666,86162.5,0.4899328859060403,0.9933333333333333,-14150.0
73,0.4943726552730304,0.7996666666666666,5237.5,0.4875444839857651,0.9366666666666666,-19412.5
74,0.5002186270222999,0.7623333333333333,-8612.5,0.513986013986014,0.9533333333333334,11575.0
75,0.5414736842105263,0.7916666666666666,40337.5,0.5100671140939598,0.9933333333333333,10500.0
76,0.5161415791520809,0.857,9575.0,0.4966442953020134,0.9933333333333333,8350.0
77,0.5364540182270091,0.8046666666666666,54737.5,0.5067114093959731,0.9933333333333333,7337.5
78,0.536146932395467,0.853,35950.0,0.3333333333333333,0.04,-650.0
79,0.5186704965121051,0.8123333333333334,-4637.5,0.5100671140939598,0.9933333333333333,11550.0
80,0.5310810810810811,0.74,8762.5,0.5067114093959731,0.9933333333333333,9225.0
81,0.5339763261727313,0.7603333333333333,4537.5,0.45302013422818793,0.9933333333333333,-39962.5
82,0.506576325229175,0.8363333333333334,-36837.5,0.5,0.006666666666666667,-2137.5
83,0.5320954907161803,0.6283333333333333,32425.0,0.4966442953020134,0.9933333333333333,-10837.5
84,0.5176678445229682,0.7546666666666667,1000.0,0.5067114093959731,0.9933333333333333,9975.0
85,0.5310571781160016,0.8103333333333333,9625.0,0.5033557046979866,0.9933333333333333,10612.5
86,0.52854996243426,0.8873333333333333,25237.5,0.5,0.9933333333333333,8487.5
87,0.5246179966044142,0.7853333333333333,-9687.5,0.5033557046979866,0.9933333333333333,-15050.0
88,0.5248726987857423,0.851,93100.0,0.5057471264367817,0.87,6975.0
89,0.5312621359223301,0.8583333333333333,71075.0,0.5067114093959731,0.9933333333333333,12450.0
90,0.5240402534476333,0.8943333333333333,-7562.5,0.5100671140939598,0.9933333333333333,10725.0
91,0.5317401045556386,0.8926666666666667,48812.5,0.5033557046979866,0.9933333333333333,12950.0
92,0.5298358029635563,0.8323333333333334,67612.5,0.48322147651006714,0.9933333333333333,-16812.5
93,0.5137537029200169,0.7876666666666666,24587.5,0.4966442953020134,0.9933333333333333,10587.5
94,0.5417170495767836,0.827,57475.0,0.5033557046979866,0.9933333333333333,8225.0
95,0.5384615384615384,0.91,41225.0,0.4966442953020134,0.9933333333333333,-10450.0
96,0.533969010727056,0.839,22900.0,0.49498327759197325,0.9966666666666667,-9375.0
97,0.5341207349081365,0.762,28275.0,0.5167785234899329,0.9933333333333333,10725.0
98,0.539712556732224,0.8813333333333333,72137.5,0.4915254237288136,0.9833333333333333,-11537.5
99,0.518560606060606,0.88,-17037.5,0.5050167224080268,0.9966666666666667,11600.0
